STATE_ID,DESCRIPTION,Unnamed: 2,LATITUDE,LONGITUDE,SAMPLE_DATE,SAMPLE_TIME,SAMPLE_DEPTH,GENUS,SPECIES,CATEGORY,CELLCOUNT,CELLCOUNT_UNIT,CELLCOUNT_QA,SALINITY,SALINITY_UNIT,SALINITY_QA,WATER_TEMP,WATER_TEMP_UNIT,WATER_TEMP_QA,WIND_DIR,WIND_DIR_UNIT,WIND_DIR_QA,WIND_SPEED,WIND_SPEED_UNIT,WIND_SPEED_QA,OBJECTID,Unnamed: 27,HAB_EVENT,STABLE_EVENT_ID
FL,Longboat Key Beach,,27.37317,-82.63202,13/06/2016,13:25,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1762001,,0,20160613_27.3732_-82.632_0
FL,Deer Stop Keys; SW of (Matlacha Pass),,26.5627,-82.0704,15/06/2016,15:46,1.6,Karenia,brevis,not observed,0,cells/L,1,11.61,ppt,1,31,deg. C,1,,,9,,,9,1747816,,0,20160615_26.5627_-82.0704_0
FL,Snook Inn  (Big Marco Pass),,25.9733,-81.7278,20/06/2016,13:55,0.5,Karenia,brevis,not observed,0,cells/L,1,34,ppt,1,30,deg. C,1,,,9,,,9,1783904,,0,20160620_25.9733_-81.7278_0
FL,Eagle Harbor Boat Ramp (St. Joseph Bay),,29.76477,-85.40295,22/06/2016,,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1749115,,0,20160622_29.7648_-85.403_0
FL,Royal Park Bridge; S of (ICW),,26.70136,-80.04469,22/06/2016,,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1778509,,0,20160622_26.7014_-80.0447_0
FL,Fort Myers Beach,,26.4024,-81.891,26/06/2016,16:50,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,32.5,deg. C,1,,,9,,,9,1751896,,0,20160626_26.4024_-81.891_0
FL,Melody Lane Fishing Pier (Indian River),,27.44634,-80.32055,26/06/2016,18:21,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1765811,,0,20160626_27.4463_-80.3206_0
FL,Pavilion Key; 5.8 mi SW of,,25.6379,-81.4241,28/06/2016,,0.2,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1773362,,0,20160628_25.6379_-81.4241_0
FL,Causeway Boulevard; N of (Little Bayou),,28.06045,-82.82075,29/06/2016,22:30,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1743568,,0,20160629_28.0604_-82.8208_0
FL,Ramp Road Park Boat Ramp (Banana River),,28.30903,-80.61428,30/06/2016,15:50,0.2,Karenia,brevis,not observed,0,cells/L,1,24.8,ppt,1,30.8,deg. C,1,,,9,,,9,1776170,,0,20160630_28.309_-80.6143_0
FL,Lido Beach Casino,,27.311,-82.57718,05/07/2016,13:55,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1760163,,0,20160705_27.311_-82.5772_0
FL,Blind Creek Beach North,,27.37882,-80.2534,06/07/2016,14:00,0.6,Karenia,brevis,not observed,0,cells/L,1,37.05,ppt,1,29.53,deg. C,1,,,9,,,9,1736863,,0,20160706_27.3788_-80.2534_0
FL,Ramp Road Park Boat Ramp (Banana River),,28.30903,-80.61428,07/07/2016,14:55,0.2,Karenia,brevis,not observed,0,cells/L,1,23.4,ppt,1,31,deg. C,1,,,9,,,9,1797853,,0,20160707_28.309_-80.6143_0
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,08/07/2016,18:00,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1733029,,0,20160708_27.3316_-82.5779_0
FL,Diamond Bay (Banana River),,28.35034,-80.61298,11/07/2016,23:35,0.5,Karenia,brevis,not observed,0,cells/L,1,25,ppt,1,31,deg. C,1,,,9,,,9,1797957,,0,20160711_28.3503_-80.613_0
FL,Lido Beach Casino,,27.311,-82.57718,12/07/2016,13:55,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1760164,,0,20160712_27.311_-82.5772_0
FL,Shired Creek; 1.5 mi W of,,29.3994,-83.2357,13/07/2016,16:00,0.5,Karenia,brevis,not observed,0,cells/L,1,29.4,ppt,1,23.3,deg. C,1,,,9,,,9,1782483,,0,20160713_29.3994_-83.2357_0
FL,Tropic; SW of (Indian River),,28.1505,-80.635,17/07/2016,,0.5,Karenia,brevis,not observed,0,cells/L,1,18.6,ppt,1,29.7,deg. C,1,,,9,,,9,1788633,,0,20160717_28.1505_-80.635_0
FL,Chambers Island; 3.9 mi W of,,29.0083,-82.82525,22/07/2016,15:49,0.1,Karenia,brevis,not observed,0,cells/L,1,27.82,ppt,1,31.46,deg. C,1,,,9,,,9,1744908,,0,20160722_29.0083_-82.8252_0
FL,Siesta Key; W of (Sarasota Big Pass),,27.28383,-82.56508,26/07/2016,00:53,2,Karenia,brevis,not observed,0,cells/L,1,34,ppt,1,29.8,deg. C,1,,,9,,,9,1783098,,0,20160726_27.2838_-82.5651_0
FL,South Skyway Causeway; NE end of (Lower Tampa Bay),,27.59275,-82.62907,26/07/2016,17:29,0.2,Karenia,brevis,not observed,0,cells/L,1,33.88,ppt,1,30.5,deg. C,1,,,9,,,9,1785332,,0,20160726_27.5928_-82.6291_0
FL,Tyndall AFB; W of (St. Andrew Bay),,30.0768,-85.6222,28/07/2016,16:19,0.2,Karenia,brevis,not observed,0,cells/L,1,30.7,ppt,1,31.2,deg. C,1,,,9,,,9,1792370,,0,20160728_30.0768_-85.6222_0
FL,Lois Key; 1.2 mi SE of,,24.59767,-81.45448,31/07/2016,15:00,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1761719,,0,20160731_24.5977_-81.4545_0
FL,Coon Key; S of (Gullivan Bay),,25.8815,-81.63217,03/08/2016,15:22,0.5,Karenia,brevis,not observed,0,cells/L,1,32.13,ppt,1,29.3,deg. C,1,,,9,,,9,1746269,,0,20160803_25.8815_-81.6322_0
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,04/08/2016,14:00,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1733047,,0,20160804_27.3316_-82.5779_0
FL,Geiger Point; Melbourne Causeway at (Indian River),,28.08245,-80.59505,04/08/2016,17:13,0.2,Karenia,brevis,not observed,0,cells/L,1,21.7,ppt,1,31.4,deg. C,1,,,9,,,9,1754627,,0,20160804_28.0824_-80.595_0
FL,Fort Matanzas Bridge (Matanzas Inlet),,29.70492,-81.22786,12/08/2016,14:20,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1751773,,0,20160812_29.7049_-81.2279_0
FL,Caladesi Island; 7.1 mi W of,,28.03833,-82.93753,15/08/2016,17:15,0.5,Karenia,brevis,not observed,0,cells/L,1,34.34,ppt,1,31.14,deg. C,1,,,9,,,9,1741446,,0,20160815_28.0383_-82.9375_0
FL,Vilano Beach,,29.9378,-81.29897,15/08/2016,13:45,0.5,Karenia,brevis,not observed,0,cells/L,1,35,ppt,1,26,deg. C,1,,,9,,,9,1791237,,0,20160815_29.9378_-81.299_0
FL,Murray Bayou (East Bay),,30.03317,-85.48178,15/08/2016,16:14,0.5,Karenia,brevis,not observed,0,cells/L,1,6,ppt,1,29.7,deg. C,1,,,9,,,9,1767516,,0,20160815_30.0332_-85.4818_0
FL,Crescent Beach,,29.7687,-81.251,15/08/2016,14:50,0.5,Karenia,brevis,not observed,0,cells/L,1,35,ppt,1,27,deg. C,1,,,9,,,9,1747355,,0,20160815_29.7687_-81.251_0
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,16/08/2016,13:10,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1769025,,0,20160816_27.3338_-82.5794_0
FL,Lido Beach Casino,,27.311,-82.57718,22/08/2016,13:50,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1760170,,0,20160822_27.311_-82.5772_0
FL,Seahorse Key; 2.5 mi SW of,,29.08132,-83.1102,23/08/2016,,2.4,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1780916,,0,20160823_29.0813_-83.1102_0
FL,Shell Key; S of (Gullivan Bay),,25.89167,-81.60883,24/08/2016,16:40,0.5,Karenia,brevis,not observed,0,cells/L,1,27.2,ppt,1,32,deg. C,1,,,9,,,9,1782374,,0,20160824_25.8917_-81.6088_0
FL,Philippe Park; NE of (Safety Harbor),,28.02,-82.675,24/08/2016,17:43,0.5,Karenia,brevis,not observed,0,cells/L,1,17.69,ppt,1,31.83,deg. C,1,,,9,,,9,1774381,,0,20160824_28.02_-82.675_0
FL,Lighthouse Beach,,26.45157,-82.01543,24/08/2016,13:20,0.5,Karenia,brevis,not observed,0,cells/L,1,31,ppt,1,31.7,deg. C,1,,,9,,,9,1760657,,0,20160824_26.4516_-82.0154_0
FL,Boca Grande Pier (Gasparilla Sound),,26.80562,-82.27415,24/08/2016,14:55,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1738192,,0,20160824_26.8056_-82.2742_0
FL,FWRI Peninsula; SE tip of (Bayboro Harbor),,27.7598,-82.63127,25/08/2016,23:52,0.5,Karenia,brevis,not observed,0,cells/L,1,20.25,ppt,1,32.12,deg. C,1,,,9,,,9,1753094,,0,20160825_27.7598_-82.6313_0
FL,Davis Point; SE of (St. Andrew Bay),,30.11367,-85.682,25/08/2016,16:20,0.5,Karenia,brevis,not observed,0,cells/L,1,22.47,ppt,1,31,deg. C,1,,,9,,,9,1747640,,0,20160825_30.1137_-85.682_0
FL,Boca Grande Pass; 4 mi W of,,26.70833,-82.32167,26/08/2016,,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1738066,,0,20160826_26.7083_-82.3217_0
FL,FWRI Peninsula; SE tip of (Bayboro Harbor),,27.7598,-82.63127,29/08/2016,12:24,4,Karenia,brevis,not observed,0,cells/L,1,22.8,ppt,1,29.8,deg. C,1,,,9,,,9,1753096,,0,20160829_27.7598_-82.6313_0
FL,High Point; 2 mi NE of (Old Tampa Bay),,27.942,-82.675,08/09/2016,15:29,0.5,Karenia,brevis,not observed,0,cells/L,1,13.74,ppt,1,28.88,deg. C,1,,,9,,,9,1756369,,0,20160908_27.942_-82.675_0
FL,Tripod Point; 3.2 mi SW of,,29.134,-82.94433,08/09/2016,14:15,0.5,Karenia,brevis,not observed,0,cells/L,1,14.6,ppt,1,27.5,deg. C,1,,,9,,,9,1788525,,0,20160908_29.134_-82.9443_0
FL,Seahorse Key; 8.4 mi SW of,,29.02313,-83.18087,08/09/2016,,6.1,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1781031,,0,20160908_29.0231_-83.1809_0
FL,Sawyer Key; 2 mi NW of,,24.76948,-81.60102,09/09/2016,,0.2,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1779865,,0,20160909_24.7695_-81.601_0
FL,Venice Fishing Pier,,27.0735,-82.4509,12/09/2016,14:05,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1790616,,0,20160912_27.0735_-82.4509_0
FL,Leewood Lane; S of (Santa Rosa Sound),,30.395,-86.92233,13/09/2016,12:51,0.5,Karenia,brevis,not observed,0,cells/L,1,22.6,ppt,1,28.4,deg. C,1,,,9,,,9,1759893,,0,20160913_30.395_-86.9223_0
FL,Northern Longboat Key,,27.4322,-82.68597,19/09/2016,17:32,0.5,Karenia,brevis,high,1796667,cells/L,1,32.47,ppt,1,31.15,deg. C,1,,,9,,,9,1771777,,1,20160919_27.4322_-82.686_1796667
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,20/09/2016,13:10,0.5,Karenia,brevis,medium,156000,cells/L,1,,,9,,,9,,,9,,,9,1769045,,1,20160920_27.3338_-82.5794_156000
FL,Boca Grande Pass; 2 mi W of,,26.70117,-82.28919,20/09/2016,17:55,5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1737939,,0,20160920_26.7012_-82.2892_0
FL,Siesta Key; W of,,27.2682,-82.57723,20/09/2016,20:04,0.5,Karenia,brevis,high,1706000,cells/L,1,,,9,,,9,,,9,,,9,1783097,,1,20160920_27.2682_-82.5772_1706000
FL,Black Point; 1.2 mi NW of (Indian River),,28.69283,-80.80489,20/09/2016,15:06,0.5,Karenia,brevis,not observed,0,cells/L,1,33,ppt,1,30.3,deg. C,1,,,9,,,9,1820469,,0,20160920_28.6928_-80.8049_0
FL,Tom Adams Bridge; S of (Lemon Bay),,26.9307,-82.3498,21/09/2016,18:16,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1788329,,0,20160921_26.9307_-82.3498_0
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,22/09/2016,13:40,0.5,Karenia,brevis,medium,512000,cells/L,1,,,9,,,9,,,9,,,9,1769048,,1,20160922_27.3338_-82.5794_512000
FL,Cooper Point; E of (Old Tampa Bay),,27.972,-82.673,22/09/2016,14:43,0.5,Karenia,brevis,not observed,0,cells/L,1,14.14,ppt,1,30.39,deg. C,1,,,9,,,9,1746456,,0,20160922_27.972_-82.673_0
FL,Big Island; 2.2 mi E of (Old Tampa Bay),,27.9055,-82.6046,22/09/2016,17:18,0.5,Karenia,brevis,not observed,0,cells/L,1,16.03,ppt,1,30.85,deg. C,1,,,9,,,9,1735129,,0,20160922_27.9055_-82.6046_0
FL,Deerfield Beach Fishing Pier,,26.31648,-80.07265,26/09/2016,16:45,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1747902,,0,20160926_26.3165_-80.0726_0
FL,Longboat Key Beach,,27.37317,-82.63202,26/09/2016,14:35,0.5,Karenia,brevis,medium,650000,cells/L,1,,,9,,,9,,,9,,,9,1762016,,1,20160926_27.3732_-82.632_650000
FL,Bunces Pass; mouth of,,27.6504,-82.7443,26/09/2016,17:23,0.2,Karenia,brevis,low,53333,cells/L,1,33.2,ppt,1,30.2,deg. C,1,,,9,,,9,1740903,,1,20160926_27.6504_-82.7443_53333
FL,North Jetty,,27.11382,-82.46883,26/09/2016,15:55,0.5,Karenia,brevis,high,1757000,cells/L,1,,,9,,,9,,,9,,,9,1770896,,1,20160926_27.1138_-82.4688_1757000
FL,North Skyway Rest Area; NW of (Lower Tampa Bay),,27.65197,-82.68392,26/09/2016,18:42,0.2,Karenia,brevis,not observed,0,cells/L,1,29.51,ppt,1,31,deg. C,1,,,9,,,9,1771700,,0,20160926_27.652_-82.6839_0
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,28/09/2016,13:00,0.5,Karenia,brevis,high,1568000,cells/L,1,,,9,,,9,,,9,,,9,1733079,,1,20160928_27.3316_-82.5779_1568000
FL,Cayo Pelau; 2 mi S of (Charlotte Harbor),,26.74065,-82.2145,28/09/2016,17:00,0.5,Karenia,brevis,medium,710222,cells/L,1,31.38,ppt,1,30.5,deg. C,1,,,9,,,9,1744236,,1,20160928_26.7406_-82.2145_710222
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,28/09/2016,13:15,0.5,Karenia,brevis,high,1344000,cells/L,1,,,9,,,9,,,9,,,9,1769052,,1,20160928_27.3338_-82.5794_1344000
FL,Big Spanish Key; 8 mi N of,,24.9317,-81.4076,29/09/2016,,0.2,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1735528,,0,20160929_24.9317_-81.4076_0
FL,Vanderbilt Beach,,26.25375,-81.82377,29/09/2016,18:35,0.5,Karenia,brevis,not observed,0,cells/L,1,24,ppt,1,29.9,deg. C,1,,,9,,,9,1789783,,0,20160929_26.2538_-81.8238_0
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,03/10/2016,13:50,0.5,Karenia,brevis,medium,930000,cells/L,1,,,9,,,9,,,9,,,9,1769055,,1,20161003_27.3338_-82.5794_930000
FL,Holmes Beach; 1.6 mi W of,,27.49513,-82.73876,03/10/2016,16:04,7.8,Karenia,brevis,low,84000,cells/L,1,33.712,ppt,1,29.72,deg. C,1,,,9,,,9,1756749,,1,20161003_27.4951_-82.7388_84000
FL,Nokomis Beach,,27.12332,-82.47122,03/10/2016,15:20,0.5,Karenia,brevis,medium,128000,cells/L,1,,,9,,,9,,,9,,,9,1770361,,1,20161003_27.1233_-82.4712_128000
FL,Big Redfish Point; 7.6 mi S of,,29.98816,-84.05712,03/10/2016,,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1735407,,0,20161003_29.9882_-84.0571_0
FL,Joe Island; N of (Lower Tampa Bay),,27.59551,-82.5912,03/10/2016,17:19,0.2,Karenia,brevis,not observed,0,cells/L,1,24.7,ppt,1,29.3,deg. C,1,,,9,,,9,1757955,,0,20161003_27.5955_-82.5912_0
FL,Fort De Soto Bay Pier; 1.1 mi SE of (Lower Tampa Bay),,27.599,-82.72573,03/10/2016,17:10,7.1,Karenia,brevis,low,63000,cells/L,1,30.944,ppt,1,29.38,deg. C,1,,,9,,,9,1751383,,1,20161003_27.599_-82.7257_63000
FL,School Key; NE of (Lower Tampa Bay),,27.52983,-82.704,03/10/2016,16:44,0.2,Karenia,brevis,medium,250667,cells/L,1,27.9,ppt,1,29.3,deg. C,1,,,9,,,9,1780388,,1,20161003_27.5298_-82.704_250667
FL,South Lido Park,,27.29818,-82.56739,03/10/2016,14:20,0.5,Karenia,brevis,medium,148000,cells/L,1,,,9,,,9,,,9,,,9,1784211,,1,20161003_27.2982_-82.5674_148000
FL,Longboat Key Beach,,27.37317,-82.63202,03/10/2016,13:30,0.5,Karenia,brevis,high,5840000,cells/L,1,,,9,,,9,,,9,,,9,1762017,,1,20161003_27.3732_-82.632_5840000
FL,Fort De Soto Bay Pier; 1.1 mi SE of (Lower Tampa Bay),,27.599,-82.72573,03/10/2016,17:10,0.6,Karenia,brevis,medium,242900,cells/L,1,29.923,ppt,1,29.42,deg. C,1,,,9,,,9,1751382,,1,20161003_27.599_-82.7257_242900
FL,Lido Beach Casino,,27.311,-82.57718,03/10/2016,14:05,0.5,Karenia,brevis,medium,516000,cells/L,1,,,9,,,9,,,9,,,9,1760201,,1,20161003_27.311_-82.5772_516000
FL,Jug Creek Point; E of (Matlacha Pass),,26.7003,-82.1208,04/10/2016,17:30,0.2,Karenia,brevis,not observed,0,cells/L,1,17.3,ppt,1,29.2,deg. C,1,,,9,,,9,1758342,,0,20161004_26.7003_-82.1208_0
FL,Longboat Key; 6.5 mi W of,,27.43082,-82.79038,04/10/2016,13:50,0.5,Karenia,brevis,medium,152667,cells/L,1,,,9,,,9,,,9,,,9,1762547,,1,20161004_27.4308_-82.7904_152667
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,04/10/2016,13:30,0.5,Karenia,brevis,medium,408000,cells/L,1,,,9,,,9,,,9,,,9,1733083,,1,20161004_27.3316_-82.5779_408000
FL,Albee Road Bridge; N of (Blackburn Bay),,27.13421,-82.47046,05/10/2016,,1,Karenia,brevis,medium,312000,cells/L,1,,,9,,,9,,,9,,,9,1730191,,1,20161005_27.1342_-82.4705_312000
FL,Northern Blackburn Bay,,27.16133,-82.48455,05/10/2016,,1,Karenia,brevis,medium,104000,cells/L,1,,,9,,,9,,,9,,,9,1771741,,1,20161005_27.1613_-82.4846_104000
FL,Dryman Bay,,27.17174,-82.49235,05/10/2016,,1,Karenia,brevis,medium,440000,cells/L,1,,,9,,,9,,,9,,,9,1748874,,1,20161005_27.1717_-82.4924_440000
FL,New Pass (Sarasota Bay),,27.33075,-82.58471,05/10/2016,,1,Karenia,brevis,medium,184000,cells/L,1,,,9,,,9,,,9,,,9,1768697,,1,20161005_27.3308_-82.5847_184000
FL,Bishops Point; E of (Sarasota Bay),,27.3705,-82.594,05/10/2016,,1,Karenia,brevis,high,1900000,cells/L,1,,,9,,,9,,,9,,,9,1736294,,1,20161005_27.3705_-82.594_1900000
FL,Longboat Key; E of (Sarasota Bay),,27.3609,-82.594,05/10/2016,,1,Karenia,brevis,medium,668000,cells/L,1,,,9,,,9,,,9,,,9,1762573,,1,20161005_27.3609_-82.594_668000
FL,Blackburn Point Road; N of (Little Sarasota Bay),,27.1899,-82.49436,05/10/2016,,1,Karenia,brevis,low,53000,cells/L,1,,,9,,,9,,,9,,,9,1736573,,1,20161005_27.1899_-82.4944_53000
FL,Mid-Blackburn Bay,,27.15314,-82.4802,05/10/2016,,1,Karenia,brevis,high,2238000,cells/L,1,,,9,,,9,,,9,,,9,1766122,,1,20161005_27.1531_-82.4802_2238000
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,07/10/2016,14:10,0.5,Karenia,brevis,medium,476000,cells/L,1,,,9,,,9,,,9,,,9,1769059,,1,20161007_27.3338_-82.5794_476000
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,07/10/2016,14:00,0.5,Karenia,brevis,medium,516000,cells/L,1,,,9,,,9,,,9,,,9,1733086,,1,20161007_27.3316_-82.5779_516000
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,10/10/2016,13:10,0.5,Karenia,brevis,medium,666000,cells/L,1,,,9,,,9,,,9,,,9,1769060,,1,20161010_27.3338_-82.5794_666000
FL,School Key; NE of (Lower Tampa Bay),,27.52983,-82.704,10/10/2016,15:31,0.1,Karenia,brevis,low,68667,cells/L,1,24.52,ppt,1,26.2,deg. C,1,,,9,,,9,1780389,,1,20161010_27.5298_-82.704_68667
FL,Lido Beach Casino,,27.311,-82.57718,10/10/2016,13:55,0.5,Karenia,brevis,medium,142000,cells/L,1,,,9,,,9,,,9,,,9,1760202,,1,20161010_27.311_-82.5772_142000
FL,Ken Thompson Park Ramp (Sarasota Bay),,27.3336,-82.57451,10/10/2016,20:15,1,Karenia,brevis,high,2304569,cells/L,1,36,ppt,1,26.6,deg. C,1,,,9,,,9,1759057,,1,20161010_27.3336_-82.5745_2304569
FL,South Lido Park,,27.29818,-82.56739,10/10/2016,14:10,0.5,Karenia,brevis,medium,214000,cells/L,1,,,9,,,9,,,9,,,9,1784212,,1,20161010_27.2982_-82.5674_214000
FL,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay),,27.5385,-82.7402,10/10/2016,15:09,0.5,Karenia,brevis,medium,414167,cells/L,1,25.75,ppt,1,26.02,deg. C,1,,,9,,,9,1730802,,1,20161010_27.5385_-82.7402_414167
FL,Jacks Boat Basin 2,,27.78697,-82.78258,12/10/2016,,0.5,Karenia,brevis,high,29849167,cells/L,1,31.66,ppt,1,25.65,deg. C,1,,,9,,,9,1757859,,1,20161012_27.787_-82.7826_29849167
FL,Cayo Costa; 5.6 mi W of,,26.68333,-82.35333,13/10/2016,,,Karenia,brevis,medium,127333,cells/L,1,,,9,,,9,,,9,,,9,1744139,,1,20161013_26.6833_-82.3533_127333
FL,New Pass Dock (Sarasota Bay),,27.33375,-82.57938,13/10/2016,14:15,0.5,Karenia,brevis,medium,392000,cells/L,1,,,9,,,9,,,9,,,9,1769063,,1,20161013_27.3338_-82.5794_392000
FL,Weedon Island; E of (Old Tampa Bay),,27.86111,-82.58911,13/10/2016,17:51,0.5,Karenia,brevis,not observed,0,cells/L,1,20.06,ppt,1,25.77,deg. C,1,,,9,,,9,1791465,,0,20161013_27.8611_-82.5891_0
FL,Snake Key; 1.7 mi W of (Tampa Bay),,27.68375,-82.5598,13/10/2016,19:05,0.5,Karenia,brevis,medium,436667,cells/L,1,24.88,ppt,1,26.52,deg. C,1,,,9,,,9,1783711,,1,20161013_27.6838_-82.5598_436667
FL,Marco Island; S of,,25.90753,-81.72255,14/10/2016,13:30,0.5,Karenia,brevis,low,79333,cells/L,1,,,9,27,deg. C,1,,,9,,,9,1764991,,1,20161014_25.9075_-81.7226_79333
FL,Turtle Beach,,27.21843,-82.51711,17/10/2016,15:15,0.5,Karenia,brevis,medium,164000,cells/L,1,,,9,,,9,,,9,,,9,1789032,,1,20161017_27.2184_-82.5171_164000
FL,Anna Maria Island Rod & Reel Pier (Lower Tampa Bay),,27.5385,-82.7402,17/10/2016,19:25,0.5,Karenia,brevis,medium,868700,cells/L,1,35.83,ppt,1,27.2,deg. C,1,,,9,,,9,1839798,,1,20161017_27.5385_-82.7402_868700
FL,Mullet Key; Gulf Pier,,27.6133,-82.7391,17/10/2016,16:19,0.5,Karenia,brevis,medium,284903,cells/L,1,33.99,ppt,1,26.23,deg. C,1,,,9,,,9,1767264,,1,20161017_27.6133_-82.7391_284903
FL,South Lido Park,,27.29818,-82.56739,17/10/2016,14:10,0.5,Karenia,brevis,medium,110000,cells/L,1,,,9,,,9,,,9,,,9,1784213,,1,20161017_27.2982_-82.5674_110000
FL,South Skyway Causeway; NE end of (Lower Tampa Bay),,27.59275,-82.62907,17/10/2016,14:38,0.2,Karenia,brevis,medium,282794,cells/L,1,31.68,ppt,1,25.9,deg. C,1,,,9,,,9,1785342,,1,20161017_27.5928_-82.6291_282794
FL,South Skyway Rest Area; NW of (Lower Tampa Bay),,27.58743,-82.61895,17/10/2016,14:42,0.2,Karenia,brevis,medium,298361,cells/L,1,30.41,ppt,1,25.6,deg. C,1,,,9,,,9,1785505,,1,20161017_27.5874_-82.619_298361
FL,Boca Grande Pass,,26.7117,-82.2583,18/10/2016,16:53,0.2,Karenia,brevis,medium,127000,cells/L,1,34.64,ppt,1,26.3,deg. C,1,,,9,,,9,1737589,,1,20161018_26.7117_-82.2583_127000
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,18/10/2016,13:00,0.5,Karenia,brevis,medium,102000,cells/L,1,,,9,,,9,,,9,,,9,1733093,,1,20161018_27.3316_-82.5779_102000
FL,Shell Key; S of (Gullivan Bay),,25.89167,-81.60883,19/10/2016,15:58,0.2,Karenia,brevis,medium,149000,cells/L,1,35.38,ppt,1,26.2,deg. C,1,,,9,,,9,1782376,,1,20161019_25.8917_-81.6088_149000
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,19/10/2016,13:00,0.5,Karenia,brevis,low,96000,cells/L,1,,,9,,,9,,,9,,,9,1733094,,1,20161019_27.3316_-82.5779_96000
FL,Big Sabine Point; W of (Santa Rosa Sound),,30.355,-87.05283,19/10/2016,16:01,0.5,Karenia,brevis,not observed,0,cells/L,1,27.1,ppt,1,26,deg. C,1,,,9,,,9,1735417,,0,20161019_30.355_-87.0528_0
FL,Coon Key; S of (Gullivan Bay),,25.8815,-81.63217,19/10/2016,15:24,0.2,Karenia,brevis,medium,480017,cells/L,1,37.5,ppt,1,26.3,deg. C,1,,,9,,,9,1746272,,1,20161019_25.8815_-81.6322_480017
FL,Eau Gallie Pier (Indian River),,28.13248,-80.62418,20/10/2016,16:49,0.2,Karenia,brevis,not observed,0,cells/L,1,19.3,ppt,1,26.9,deg. C,1,,,9,,,9,1749454,,0,20161020_28.1325_-80.6242_0
FL,Bay Dock (Sarasota Bay),,27.3316,-82.5779,20/10/2016,14:00,0.5,Karenia,brevis,high,1146000,cells/L,1,,,9,,,9,,,9,,,9,1733095,,1,20161020_27.3316_-82.5779_1146000
FL,Corinne Key; E of (Florida Bay),,25.02792,-80.76847,20/10/2016,16:52,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,,,9,,,9,,,9,1746838,,0,20161020_25.0279_-80.7685_0
FL,Vanderbilt Beach,,26.25375,-81.82377,24/10/2016,16:00,0.5,Karenia,brevis,not observed,0,cells/L,1,,,9,23.6,deg. C,1,,,9,,,9,1789789,,0,20161024_26.2538_-81.8238_0
