uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m
cimh,Pennsylvania_Department_of_Environmental_Protection,northeast,40.94889,-80.1075,20190718,13:45:00,3306.667,4,0
cimy,New_Mexico_Environment_Department,west,33.193600000000004,-104.3567,20130320,0:01:00,1.301653096,1,0
cinm,California_Environmental_Data_Exchange_Network,west,36.9425,-121.445,20151214,16:45:00,6285,4,338
ciny,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89151222,-79.00992351,20201210,0:01:00,31.95,2,726
cior,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.0625,-76.00163,20160620,0:01:00,865.074,3,0
ciou,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.475311,-79.750182,20150401,0:01:00,8.327,1,28
cioz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65527443,-79.25779231,20140610,0:01:00,33.402,2,297
cipg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.428611,-75.967222,20131023,0:01:00,1916.28,4,54
cipt,California_Environmental_Data_Exchange_Network,west,36.6291,-121.688,20190919,19:56:00,5592.5,4,100
ciqk,Wyoming_Department_of_Environmental_Quality,west,43.400798,-108.169416,20180724,17:55:00,6079.31425,4,37
ciqn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68066484,-79.21063237,20170418,0:01:00,46.473,2,1045
cisn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.02,20180509,0:01:00,1.742,1,0
cito,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,20190708,0:01:00,305.235,3,0
citt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.60595,-78.99525836,20161005,0:01:00,53.112,2,1560
ciua,California_Environmental_Data_Exchange_Network,west,35.6,-119.61,20140827,18:28:00,1235.25,4,331
ciud,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.02050962,20161121,0:01:00,385.58,3,0
ciug,Pennsylvania_Department_of_Environmental_Protection,northeast,41.59011,-75.53172,20190403,14:40:00,0,1,0
cius,California_Environmental_Data_Exchange_Network,west,37.3204,-120.983,20190312,16:30:00,8280,4,353
ciwx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.7,20170612,0:01:00,56.203,2,0
cixl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.487,-79.06163862,20160623,0:01:00,728.56,3,164
cizi,California_Environmental_Data_Exchange_Network,west,37.6031,-121.132,20150429,16:30:00,2440.40675,4,9
cizy,California_Environmental_Data_Exchange_Network,west,37.1366,-120.762,20130108,21:15:00,4482.5,4,599
cjdh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.31,-79.11547213,20200601,0:01:00,5.809,1,403
cjes,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.02,20171206,0:01:00,1259.126,4,0
cjez,California_Environmental_Data_Exchange_Network,west,36.7489,-120.513,20170213,20:00:00,3025.0535,4,5962
cjip,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72205067,-79.13376267,20180705,0:01:00,5.809,1,1051
cjjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.21970972,20151112,0:01:00,22.591,2,1212
cjkn,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,20170814,0:01:00,384.93,3,0
cjkx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.49,-79.06272616,20210610,0:01:00,7.1,1,445
cjmd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67089725,-79.22877461,20150520,0:01:00,0.236,1,701
cjme,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,20190822,0:01:00,0.376,1,199
cjnr,New_Mexico_Environment_Department,west,36.680838,-106.708059,20140714,0:01:00,0.202759005,1,0
cjpd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68061161,-79.21073124,20170418,0:01:00,1.936,1,1039
cjpl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86424446,-78.79168619,20150520,0:01:00,1.706,1,1649
cjpp,California_Environmental_Data_Exchange_Network,west,37.2953,-120.85,20191008,17:30:00,5515,4,9
cjpx,EPA_National_Aquatic_Research_Survey,west,41.5112,-105.4172,20170907,0:01:00,8.9234,1,0
cjqc,Wyoming_Department_of_Environmental_Quality,west,41.46452,-106.78431,20210722,18:05:00,2056.24344,4,26
cjru,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.60595,-78.98730438,20160511,0:01:00,4.518,1,696
cjss,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.07,-79.04675902,20200616,0:01:00,0.145,1,457
cjtc,EPA_National_Aquatic_Research_Survey,west,41.94495,-110.6569,20170817,0:01:00,23.478,2,0
cjtj,US_Army_Corps_of_Engineers,south,38.996575,-80.47333,20130709,19:00:00,2.055302915,1,0
cjwo,California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,20160307,16:10:00,498.0095,3,177
cjxe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68904846,-79.1950607,20200311,0:01:00,44.909,2,791
cjyr,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.82640667,-95.52873464,20190819,0:01:00,985.95,3,9
cjzg,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37611,-97.07583,20140721,0:01:00,258.86,3,0
cjzt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,20180523,0:01:00,37.055,2,0
cjzx,California_Environmental_Data_Exchange_Network,west,37.6667,-120.898,20200310,16:30:00,5158.061,4,786
ckau,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.72797,-97.82922,20130716,0:01:00,3.465,1,0
ckbe,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71220324,-79.15205321,20160608,0:01:00,20.332,2,523
ckbg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.93,-79.0420628,20170712,0:01:00,0.436,1,811
ckbt,Wyoming_Department_of_Environmental_Quality,west,41.834431,-105.642317,20180815,21:30:00,5096.69895,4,19
ckbu,Indiana_State_Department_of_Health,midwest,39.61525,-84.96614444,20190820,13:15:00,1028.109,4,0
ckef,California_Environmental_Data_Exchange_Network,west,39.1635,-122.916,20150422,20:10:00,5725,4,183
ckeg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86710168,-78.81455388,20160621,0:01:00,123.121,3,437
ckfk,EPA_Central_Data_Exchange,midwest,41.95,-82.686667,20130402,0:01:00,1.675474422,1,0
ckif,US_Army_Corps_of_Engineers,northeast,41.264992,-80.461386,20140707,13:30:00,18.09053221,1,0
ckim,California_Environmental_Data_Exchange_Network,west,36.3247,-119.079,20180109,17:30:00,189.5,3,138
ckja,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72090624,-79.13588833,20180807,0:01:00,3.631,1,971
ckjg,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.55963001,-75.56655502,20190822,13:30:00,2,1,0
ckkn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87,-78.77,20200908,0:01:00,129.724,3,283
ckku,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66568,-79.04725336,20150526,0:01:00,16.827,1,368
ckmi,US_Army_Corps_of_Engineers,south,40.307057,-80.600561,20180918,17:40:00,4.922887324,1,0
ckmo,California_Environmental_Data_Exchange_Network,west,37.3725,-120.923,20131210,22:30:00,348.2105,3,361
cknh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88499032,-78.95772551,20171115,0:01:00,2206.01,4,241
ckpt,Indiana_State_Department_of_Health,midwest,41.702596,-85.022696,20170619,14:45:00,3.996,1,28
ckra,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,20140922,0:01:00,29383.2,5,0
cksh,California_Environmental_Data_Exchange_Network,west,38.2788,-121.678,20190730,17:00:00,1336.99,4,0
cksy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.20454744,20150610,0:01:00,7.922,1,493
cktl,US_Army_Corps_of_Engineers,south,39.457492,-80.157219,20180828,14:45:00,0.047640845,1,0
cktr,California_Environmental_Data_Exchange_Network,west,36.7085,-121.749,20161128,22:35:00,5895,4,80
cktz,California_Environmental_Data_Exchange_Network,west,37.5138,-121.16,20150113,17:30:00,4430,4,1595
ckve,California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,20191204,18:50:00,3523.298,4,3662
ckxf,California_Environmental_Data_Exchange_Network,west,37.2639,-120.906,20160608,20:16:00,6042.5,4,689
ckxo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68183588,-79.20845728,20160810,0:01:00,2.251,1,1312
ckxv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71443887,-79.14790076,20161005,0:01:00,5.809,1,650
ckxy,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.780916,-95.549753,20160926,0:01:00,277.2,3,13
clbg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69883,-79.08199,20160524,0:01:00,7.261,1,0
clcu,EPA_Central_Data_Exchange,northeast,43.443333,-77.438333,20140817,0:01:00,1.458115397,1,0
clcv,California_Environmental_Data_Exchange_Network,west,34.4316,-119.847,20130327,17:02:00,5472.5,4,696
clcy,California_Environmental_Data_Exchange_Network,west,36.7085,-121.749,20150826,18:30:00,5937.5,4,80
clel,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87523852,-78.87967709,20201210,0:01:00,3.301,1,623
clex,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,20190312,0:01:00,1.002,1,199
clgc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.16,-79.12249174,20190828,0:01:00,4.294,1,1054
clgx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68290047,-79.20647993,20160406,0:01:00,0.762,1,1201
clhl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.82076793,20200318,0:01:00,5.126,1,432
clhx,US_Army_Corps_of_Engineers,northeast,41.309434,-80.461686,20150630,15:00:00,54887.27846,5,0
cljo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87800257,-78.9017991,20150211,0:01:00,5.751,1,714
clki,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88548722,-78.9617025,20180411,0:01:00,2.905,1,79
clkk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88495926,-78.95747695,20171115,0:01:00,87.137,2,269
cllo,EPA_National_Aquatic_Research_Survey,midwest,41.56149,-87.30418,20170814,0:01:00,41.13,2,0
clmh,Pennsylvania_Department_of_Environmental_Protection,northeast,40.79748,-77.19545,20180808,13:30:00,2546,4,0
clmm,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.55845278,-75.567875,20190822,13:35:00,664.41,3,0
clnh,California_Environmental_Data_Exchange_Network,west,37.4555,-120.722,20150310,20:30:00,7987.9595,4,1346
clnt,California_Environmental_Data_Exchange_Network,west,36.7593,-121.755,20170928,16:30:00,4247.5,4,147
clom,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66687843,-79.23623913,20170214,0:01:00,0.98,1,104
clpi,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.36472,-97.10194,20130701,0:01:00,696.78,3,0
clpz,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,20140630,0:01:00,221.76,3,0
clqt,EPA_National_Aquatic_Research_Survey,northeast,39.93496,-74.92394,20170808,0:01:00,2417.77,4,0
clrd,New_Mexico_Environment_Department,west,33.3338,-104.3322,20131106,0:01:00,17.61235288,1,9
clre,California_Environmental_Data_Exchange_Network,west,37.9674,-121.464,20180515,18:50:00,1445.651,4,124
clrp,California_Environmental_Data_Exchange_Network,west,37.3504,-120.962,20170912,16:02:00,1645.85333,4,41
clrw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66118289,-79.24681798,20200203,0:01:00,305.542,3,283
clsf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6811439,-79.20974256,20170124,0:01:00,1.281,1,1155
clsi,California_Environmental_Data_Exchange_Network,west,38.5901,-121.731,20131210,0:00:00,5905,4,1838
clsy,US_Army_Corps_of_Engineers,northeast,40.921798,-79.276664,20150708,18:10:00,0.569283649,1,0
cltn,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.150576,-96.930349,20211011,0:01:00,63.759,2,13
cltq,Indiana_State_Department_of_Health,midwest,39.61525,-84.96614444,20200629,20:50:00,2882.583,4,0
cltt,Connecticut_State_Department_of_Public_Health,northeast,41.67644,-73.14487,20170814,14:30:00,0,1,0
cltv,California_Environmental_Data_Exchange_Network,west,37.1366,-120.762,20171010,21:20:00,4137.5,4,599
clvx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68303355,-79.20623276,20151207,0:01:00,10.166,1,1175
clws,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90008385,-79.07852658,20170418,0:01:00,15.287,1,432
clxc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.83646,-78.9763,20151012,0:01:00,333.816,3,0
clxr,US_Army_Corps_of_Engineers,northeast,39.751936,-79.396803,20150813,18:15:00,0.217349398,1,0
clyp,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,20210830,0:01:00,548.117,3,0
cmau,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87691558,-78.89309943,20211108,0:01:00,13.071,1,204
cmbx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89927638,-79.07206397,20161213,0:01:00,40.664,2,224
cmbz,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37611,-97.07583,20150608,0:01:00,142.065,3,0
cmcj,EPA_National_Aquatic_Research_Survey,midwest,46.93452,-95.59822,20170906,0:01:00,277.23,3,0
cmcx,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.21067,-96.97298,20170705,0:01:00,915.705,3,0
cmfn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03113791,20200109,0:01:00,16.629,1,248
cmft,New_Mexico_Environment_Department,west,35.882226,-106.728059,20140808,0:01:00,0.280336363,1,0
cmgj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.02,-83.77,20190822,0:01:00,8.477,1,0
cmha,California_Environmental_Data_Exchange_Network,west,37.6106,-121.229,20170509,16:10:00,5262.5,4,981
cmhc,California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,20150721,21:10:00,1074.41,4,75
cmky,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,20210816,0:01:00,364.703,3,0
cmlw,California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,20190820,15:10:00,4627.2515,4,177
cmnb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64843446,-79.27049682,20170517,0:01:00,21.784,2,622
cmnc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64611898,-79.27479757,20181107,0:01:00,0.581,1,718
cmnr,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.7475,-97.26444,20140714,0:01:00,1167.075,4,0
cmnw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68836,-78.69723268,20160824,0:01:00,7.091,1,75
cmoy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91114003,-79.1670146,20130627,0:01:00,47.199,2,837
cmqv,US_Army_Corps_of_Engineers,south,39.006878,-80.472104,20190826,17:45:00,2.888868159,1,19
cmrb,California_Environmental_Data_Exchange_Network,west,35.3575,-120.812,20201208,16:10:00,7812.5,4,1176
cmrs,US_Army_Corps_of_Engineers,midwest,41.047735,-81.00185,20201007,13:00:00,47.00934307,2,37
cmst,California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,20180314,17:00:00,2263.0325,4,177
cmsu,Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.76050002,-75.20283333,20200729,16:00:00,35.15999947,2,62
cmty,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,20140114,0:01:00,3.049,1,0
cmvl,Indiana_State_Department_of_Health,midwest,40.72010333,-85.1058325,20200608,15:00:00,163.186,3,0
cmvq,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.61429993,-97.62981051,20161010,0:01:00,17.325,1,9
cmwd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65436,-79.01489474,20160915,0:01:00,48.797,2,126
cmxn,California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,20180302,16:10:00,6535,4,1451
cmxp,US_Army_Corps_of_Engineers,northeast,41.267694,-80.470129,20150701,21:40:00,136.5074016,3,0
cmxy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89943166,-79.07330678,20161213,0:01:00,67.012,2,84
cmyk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.02,20190702,0:01:00,221.617,3,0
cmyl,EPA_National_Aquatic_Research_Survey,south,36.35088,-90.80319,20170919,0:01:00,839.162,3,9
cmze,Connecticut_State_Department_of_Public_Health,northeast,41.798303,-72.428591,20211201,17:30:00,158.7924,3,0
cnax,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91247546,-79.17770276,20131205,0:01:00,48.651,2,333
cnaz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,20150813,0:01:00,483.195,3,0
cnbv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01190812,20150127,0:01:00,6.314,1,0
cncl,Wyoming_Department_of_Environmental_Quality,west,43.17680833,-108.6150067,20190905,16:30:00,630.22892,3,0
cncs,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37611,-97.07583,20160606,0:01:00,211.05,3,0
cnct,EPA_Central_Data_Exchange,midwest,41.98333333,-82.625,20190421,0:01:00,0.351067769,1,0
cndf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.16634,-100.43143,20140707,0:01:00,2.205,1,0
cndg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87036263,-78.84065288,20180322,0:01:00,1.144,1,0
cnef,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89778566,-79.060133,20160524,0:01:00,6.172,1,1561
cnei,Indiana_State_Department_of_Health,midwest,41.55087787,-86.36162603,20210830,14:45:00,1694.159,4,0
cngb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69862975,-79.1772645,20140716,0:01:00,1.162,1,185
cngp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70703999,-79.16164338,20160831,0:01:00,10.166,1,299
cngx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.20983,-76.72677,20130417,0:01:00,1.016,1,0
cngy,California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,20190214,16:15:00,5250,4,1451
cnhg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63930562,-79.28745264,20141008,0:01:00,78.423,2,569
cnhi,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.31806,-96.99139,20160705,0:01:00,287.28,3,0
cnhq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,20150415,0:01:00,0.327,1,0
cnhs,EPA_Central_Data_Exchange,midwest,42.081667,-81.011667,20160406,0:01:00,1.944830843,1,0
cnjy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.83195321,20210310,0:01:00,0.073,1,669
cnkb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70552295,-79.16446112,20160824,0:01:00,1.694,1,656
cnlk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.06885597,20210810,0:01:00,12.344,1,293
cnmt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.73749971,20141210,0:01:00,15.719,1,534
cnpj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70296794,-79.16920677,20140715,0:01:00,9.077,1,366
cnqa,Indiana_State_Department_of_Health,midwest,39.877614,-86.01738,20210803,12:25:00,52.933,2,0
cnqg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.28,-79.04468279,20210518,0:01:00,6.961,1,0
cnra,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90638836,-79.12898464,20200203,0:01:00,11.074,1,439
cnrg,California_Environmental_Data_Exchange_Network,west,36.7081,-121.6,20170427,17:28:00,6935,4,639
cnrk,California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,20160621,16:10:00,2282.5715,4,177
cnru,EPA_Water_Quality_Data_Portal,west,41.5461,-124.0725,20180725,15:00:00,2.55,1,93
cnsa,California_Environmental_Data_Exchange_Network,west,37.4806,-121.031,20130108,20:20:00,3617.7365,4,1265
cnsf,California_Environmental_Data_Exchange_Network,west,36.2109,-119.199,20160210,18:30:00,1598,4,262
cnsl,US_Army_Corps_of_Engineers,northeast,40.703968,-80.29305,20160815,19:10:00,30.80727941,2,0
cnsq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74,-79.24183172,20170214,0:01:00,1.452,1,408
cnss,California_Environmental_Data_Exchange_Network,west,39.1853,-121.704,20190109,21:20:00,5180,4,1556
cnsz,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.077955,-96.88081,20191007,0:01:00,1197,4,0
cntm,EPA_National_Aquatic_Research_Survey,west,37.07685,-112.54,20170925,0:01:00,36.649,2,41
cnug,California_Environmental_Data_Exchange_Network,west,38.1011,-121.563,20210914,20:20:00,5457.5,4,0
cnun,US_Army_Corps_of_Engineers,northeast,41.285686,-80.361664,20150701,18:20:00,15.05450704,1,0
cnut,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.82640667,-95.52873464,20130826,0:01:00,175.14,3,9
cnuz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71888353,-79.1396453,20180828,0:01:00,7.745,1,536
cnvn,Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,20170828,15:45:00,145.383,3,0
cnvw,California_Environmental_Data_Exchange_Network,west,36.4432,-120.302,20190203,23:00:00,2416.088,4,62
cnxd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91433886,-79.19261647,20140910,0:01:00,3.994,1,56
cnxj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.04,-79.11913024,20210921,0:01:00,30.304,2,266
cnxk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.13,-78.72134319,20190723,0:01:00,30.752,2,542
cnyj,Pennsylvania_Department_of_Environmental_Protection,northeast,41.39051,-74.90282,20200824,14:40:00,0,1,0
cnzt,California_Environmental_Data_Exchange_Network,west,36.3247,-119.079,20160105,18:15:00,880.25,3,138
cnzy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.78895201,20180328,0:01:00,28.465,2,226
coao,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.43,-79.07508464,20190918,0:01:00,0.264,1,289
cobg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-79.10276762,20210525,0:01:00,18.008,1,602
cobk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.4,-76.93,20210615,0:01:00,0.073,1,0
coby,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,20140825,0:01:00,362.25,3,0
coci,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.11240723,20190701,0:01:00,231.784,3,1500
coda,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91135742,-79.16875453,20130730,0:01:00,403.249,3,643
coeo,EPA_National_Aquatic_Research_Survey,west,42.91854,-107.7356,20170818,0:01:00,4350.18,4,NA
coes,Wyoming_Department_of_Environmental_Quality,west,43.40551,-108.17389,20210914,20:20:00,262.23068,3,0
coez,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.055,-78.763,20140512,0:01:00,164.252,3,0
cofk,Pennsylvania_Department_of_Environmental_Protection,northeast,40.37345,-79.38006,20200817,12:45:00,533.333,3,0
cofr,Connecticut_State_Department_of_Public_Health,northeast,41.697709,-73.28029,20150714,14:00:00,8.0028,1,0
cofy,California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,20170912,23:00:00,7482.5,4,1186
cogr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68836,-78.69176432,20160622,0:01:00,0.654,1,407
cogu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.036,-79.11749892,20210310,0:01:00,6.777,1,307
cogx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.045,-79.09179329,20130725,0:01:00,6.887,1,539
coie,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.22716657,20160509,0:01:00,50.83,2,1209
coje,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.37,-78.85109248,20190828,0:01:00,72.904,2,220
cojx,Indiana_State_Department_of_Health,midwest,39.58638333,-84.99486667,20180611,15:15:00,15.207,1,0
cokv,EPA_Central_Data_Exchange,northeast,43.716667,-78.026667,20180410,0:01:00,0.345531341,1,0
colx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68191573,-79.20830898,20160810,0:01:00,0.254,1,1325
comt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65961262,-79.24973458,20201210,0:01:00,9.088,1,615
conf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.965,-79.08289519,20160615,0:01:00,34.927,2,622
conk,California_Environmental_Data_Exchange_Network,west,37.3906,-120.958,20191204,19:20:00,3943.3865,4,467
cont,California_Environmental_Data_Exchange_Network,west,37.4806,-121.031,20130212,16:50:00,0,1,1265
cooq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89263026,-79.01887173,20210805,0:01:00,61.722,2,19
coov,Pennsylvania_Department_of_Environmental_Protection,northeast,40.4811,-76.53252,20150521,16:00:00,1026.667,4,291
copu,Connecticut_State_Department_of_Public_Health,northeast,41.91411,-72.70472,20190909,16:35:00,11.7936,1,0
coqt,California_Environmental_Data_Exchange_Network,west,37.2639,-120.906,20170816,18:42:00,5252.5,4,689
coqu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.72,20170420,0:01:00,56.988,2,0
coqz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.17,-79.071822,20180712,0:01:00,859.022,3,692
corg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.16522,-79.12090986,20190730,0:01:00,2.379,1,980
