data_provider,region,lat,lon,severity,year,month,day,season,hour,minute,second,am,bacteria_counts,log_density,log_distance_to_water_m
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7039793,-79.16732828,1,2014,8,13,summer,0,1,0,1,<20K,6.282266746896006,6.405228458030842
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.75291054,1,2015,12,1,winter,0,1,0,1,<20K,7.89989532313973,7.055312843339752
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88,-79.12357929,1,2014,8,12,summer,0,1,0,1,<20K,8.208219383496834,6.077642243349034
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64494793,-79.27697266,1,2019,6,11,summer,0,1,0,1,<20K,7.37650812632622,6.447305862541213
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89412098,-79.0308027,1,2015,2,11,winter,0,1,0,1,<20K,6.230481447578482,7.087573705557973
Delaware_National_Resources_and_the_University_of_Delaware's_Citizen_Monitoring_Program,south,38.48312168,-75.12969166,1,2020,12,8,winter,13,2,0,0,<20K,7.1308988302963465,0.0
US_Army_Corps_of_Engineers,northeast,41.286751,-80.428082,1,2017,6,21,summer,18,30,0,0,<20K,6.690842277418564,2.9444389791664403
Pennsylvania_Department_of_Environmental_Protection,northeast,41.10361,-76.66064,1,2021,6,24,summer,13,34,0,0,<20K,7.888709524182015,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.7844779,1,2017,12,14,winter,0,1,0,1,<20K,5.298317366548036,6.0473721790462776
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87129433,-78.84810973,1,2018,10,18,fall,0,1,0,1,<20K,7.463363045520021,5.429345628954441
California_Environmental_Data_Exchange_Network,west,36.9893,-121.533,4,2020,3,17,spring,15,15,0,0,1M - <10M,15.409834832588325,5.099866427824199
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.73386,-79.07889105,1,2015,9,17,fall,0,1,0,1,<20K,6.844815479208263,6.073044534100405
California_Environmental_Data_Exchange_Network,west,37.3609,-120.549,4,2017,12,5,winter,18,50,0,0,1M - <10M,15.524982927754818,6.289715570908998
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,2,2016,4,13,spring,0,1,0,1,20K - <100K,10.645401087458245,0.0
California_Environmental_Data_Exchange_Network,west,35.2469,-120.682,4,2013,12,18,winter,18,55,0,0,1M - <10M,15.668678655320972,5.472270673671475
California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,4,2019,2,5,winter,17,30,0,0,1M - <10M,14.820532786573473,4.2626798770413155
California_Environmental_Data_Exchange_Network,west,37.3204,-120.983,4,2020,8,11,summer,15,30,0,0,1M - <10M,15.560789693309788,5.8664680569332965
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.74686,-79.07913822,1,2015,9,17,fall,0,1,0,1,<20K,8.721928343047091,6.0063531596017325
EPA_National_Aquatic_Research_Survey,south,39.82369,-75.64429,2,2017,9,5,fall,0,1,0,1,20K - <100K,11.06350846933288,3.6375861597263857
Pennsylvania_Department_of_Environmental_Protection,northeast,40.40575,-76.08039,3,2021,9,29,fall,14,49,0,0,100K - <1M,12.276843269212206,0.0
California_Environmental_Data_Exchange_Network,west,37.2486,-120.851,4,2021,5,11,spring,17,30,0,0,1M - <10M,15.355062342934207,6.1903154058531475
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.435,-78.86103495,1,2014,7,23,summer,0,1,0,1,<20K,6.959398512133975,6.1224928095143865
Pennsylvania_Department_of_Environmental_Protection,northeast,40.22953,-77.28103,2,2021,7,21,summer,15,55,0,0,20K - <100K,11.367518117239056,0.0
California_Environmental_Data_Exchange_Network,west,39.1766,-122.189,4,2014,8,20,summer,0,40,0,1,1M - <10M,15.563840469264994,7.283448228756631
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64239292,-79.28171831,1,2020,8,13,summer,0,1,0,1,<20K,8.890272839380247,6.478509642208569
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.16522,-96.91105,2,2017,8,28,summer,0,1,0,1,20K - <100K,10.029238757841688,0.0
New_Mexico_Environment_Department,west,36.532781,-105.236671,2,2015,10,29,fall,0,1,0,1,20K - <100K,10.14608072767165,3.044522437723423
California_Environmental_Data_Exchange_Network,west,38.1156,-121.494,4,2013,5,21,spring,15,0,0,0,1M - <10M,15.185897311341057,5.176149732573829
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91117108,-79.16726316,2,2013,6,27,summer,0,1,0,1,20K - <100K,9.919951278566794,6.694562058521095
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70938208,-79.1572932,1,2016,8,31,summer,0,1,0,1,<20K,7.568379267836522,5.099866427824199
US_Army_Corps_of_Engineers,northeast,41.890646,-78.925275,1,2013,7,17,summer,12,40,0,0,<20K,7.669495251007694,0.0
California_Environmental_Data_Exchange_Network,west,33.4779,-117.142,4,2017,9,7,fall,20,40,0,0,1M - <10M,15.520076815489952,6.0112671744041615
US_Army_Corps_of_Engineers,northeast,41.949194,-79.89322,1,2013,4,23,spring,13,15,0,0,<20K,4.343805421853684,0.0
Wyoming_Department_of_Environmental_Quality,west,41.17599,-105.24508,4,2021,7,21,summer,14,45,0,0,1M - <10M,14.38333711650437,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.1012846,1,2016,7,25,summer,0,1,0,1,<20K,7.974188669286011,6.023447592961033
California_Environmental_Data_Exchange_Network,west,37.9674,-121.464,4,2013,4,2,spring,19,50,0,0,1M - <10M,14.059486010611927,4.820281565605037
Indiana_State_Department_of_Health,midwest,39.02235564,-86.48165556,3,2018,8,6,summer,17,45,0,0,100K - <1M,12.159876863040319,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03479602,1,2020,11,19,fall,0,1,0,1,<20K,9.462110252078716,6.244166900663736
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01645604,1,2015,9,24,fall,0,1,0,1,<20K,9.478151314785551,0.0
California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,4,2021,6,9,summer,21,0,0,0,1M - <10M,14.872783704525474,4.31748811353631
EPA_Central_Data_Exchange,midwest,48.558833,-86.381117,1,2013,8,18,summer,0,1,0,1,<20K,8.77770959579525,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66043768,-79.24820213,1,2020,7,15,summer,0,1,0,1,<20K,8.461891875631148,6.100318952020064
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.7164882,-79.14409435,1,2013,5,7,spring,0,1,0,1,<20K,9.26501793326688,5.713732805509369
California_Environmental_Data_Exchange_Network,west,36.8754,-121.561,4,2017,1,11,winter,18,15,0,0,1M - <10M,15.23499788643993,5.739792912179234
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71427919,-79.14819737,1,2016,5,11,spring,0,1,0,1,<20K,9.088172738001974,6.5337888379333435
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.2,-79.10504158,1,2018,7,25,summer,0,1,0,1,<20K,6.152732694704104,6.670766320845874
EPA_National_Aquatic_Research_Survey,south,27.84219,-81.50928,1,2017,8,18,summer,0,1,0,1,<20K,8.637284671674058,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.42,-79.07636992,1,2019,6,21,summer,0,1,0,1,<20K,8.301521654940728,6.008813185442595
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68260771,-79.2070237,1,2016,5,24,spring,0,1,0,1,<20K,7.738923757439457,7.142036574706803
California_Environmental_Data_Exchange_Network,west,39.6242,-122.197,4,2019,5,22,spring,18,35,0,0,1M - <10M,15.816990558174398,6.9650803456014065
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.11077591,1,2020,5,27,spring,0,1,0,1,<20K,8.724369949208368,7.3901814282264295
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6617418,-79.24577987,1,2019,11,14,fall,0,1,0,1,<20K,4.3694478524670215,5.241747015059643
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66179503,-79.245681,1,2019,11,14,fall,0,1,0,1,<20K,6.761572768804055,5.181783550292085
Indiana_State_Department_of_Health,midwest,41.55087787,-86.36162603,4,2021,8,2,summer,15,0,0,0,1M - <10M,14.49323542363668,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.23760617,1,2016,10,18,fall,0,1,0,1,<20K,9.360310898552477,5.755742213586912
California_Environmental_Data_Exchange_Network,west,39.1635,-122.916,4,2014,7,16,summer,21,20,0,0,1M - <10M,15.607478338827287,5.209486152841421
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.05,-76.7,1,2021,4,27,spring,0,1,0,1,<20K,7.329749689041512,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.346,-79.112951,2,2019,7,1,summer,0,1,0,1,20K - <100K,10.843358082930738,6.792344427470809
California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,4,2013,2,20,winter,19,50,0,0,1M - <10M,14.579022069131035,6.900730664045173
California_Environmental_Data_Exchange_Network,west,36.9044,-121.75,4,2014,12,3,winter,16,0,0,0,1M - <10M,15.548050667532358,7.7102051944325325
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.21,-76.73,1,2021,12,15,winter,0,1,0,1,<20K,5.66988092298052,0.0
EPA_Central_Data_Exchange,midwest,48.437167,-87.0985,1,2013,8,18,summer,0,1,0,1,<20K,7.003065458786462,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63997099,-79.2862168,2,2017,8,21,summer,0,1,0,1,20K - <100K,10.062711058084105,6.306275286948016
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.94,-79.10370686,3,2021,8,24,summer,0,1,0,1,100K - <1M,12.344747040217934,6.551080335043404
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67539513,-79.22042028,1,2020,2,3,winter,0,1,0,1,<20K,7.555381944240273,6.104793232414985
US_Army_Corps_of_Engineers,northeast,41.309434,-80.461686,3,2016,1,3,winter,14,45,0,0,100K - <1M,11.75478085280618,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.028,-78.716,3,2013,4,24,spring,0,1,0,1,100K - <1M,12.359004010866986,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.3992,-99.42481,5,2018,8,13,summer,0,1,0,1,≥10M,17.902074932867414,0.0
California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,4,2013,7,9,summer,21,0,0,0,1M - <10M,15.59215638938228,7.078341579557671
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.45,-83.94,1,2019,6,26,summer,0,1,0,1,<20K,8.470939806898775,4.276666119016055
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.40071608,-94.6545508,3,2019,9,3,fall,0,1,0,1,100K - <1M,13.253654763085505,2.9444389791664403
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.13,-79.06895484,1,2021,9,15,fall,0,1,0,1,<20K,9.678780279245736,5.655991810819852
EPA_National_Aquatic_Research_Survey,northeast,41.10705,-74.89077,3,2017,9,12,fall,0,1,0,1,100K - <1M,12.41389949273249,5.820082930352362
Pennsylvania_Department_of_Environmental_Protection,northeast,41.80665,-76.66048,2,2020,8,11,summer,17,15,0,0,20K - <100K,10.975071168816319,2.1972245773362196
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65106931,-79.26560286,1,2016,2,17,winter,0,1,0,1,<20K,8.107418811719974,6.226536669287466
California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,4,2016,6,21,summer,20,0,0,0,1M - <10M,14.168175974480237,4.31748811353631
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.44,-78.87271736,1,2019,5,20,spring,0,1,0,1,<20K,9.891566781640435,4.976733742420574
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.7475,-97.26444,4,2015,6,12,summer,0,1,0,1,1M - <10M,14.289288306254527,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67906796,-79.21359841,1,2018,4,11,spring,0,1,0,1,<20K,8.119100837637486,6.559615237493242
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69261483,-79.18843655,1,2017,10,18,fall,0,1,0,1,<20K,9.871170951059584,6.364750756851911
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65788267,-79.25294779,1,2013,3,13,spring,0,1,0,1,<20K,6.364750756851911,5.700443573390687
Connecticut_State_Department_of_Public_Health,northeast,41.377266,-72.313622,2,2019,7,2,summer,17,48,0,0,20K - <100K,11.04031042896799,2.5649493574615367
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6963675,-79.18146638,3,2015,8,24,summer,0,1,0,1,100K - <1M,11.934847741280485,5.924255797414532
California_Environmental_Data_Exchange_Network,west,38.2996,-121.383,4,2019,7,16,summer,15,25,0,0,1M - <10M,15.413381834026909,7.394493107219038
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.11,-78.90304191,2,2018,6,7,summer,0,1,0,1,20K - <100K,10.090174566839723,6.728628613084702
EPA_Central_Data_Exchange,northeast,43.2967,-79.008,1,2018,4,10,spring,0,1,0,1,<20K,9.031094081699155,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66874146,-79.23277876,1,2016,4,6,spring,0,1,0,1,<20K,9.096163326913784,6.139884552226255
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.49,-79.06326994,1,2021,8,2,summer,0,1,0,1,<20K,6.587550014824796,6.102558594613569
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.04,-79.12026722,2,2014,7,30,summer,0,1,0,1,20K - <100K,11.012330660769575,5.484796933490655
California_Environmental_Data_Exchange_Network,west,37.1366,-120.762,4,2017,9,12,fall,22,20,0,0,1M - <10M,15.704094211827869,6.395261598115449
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8583437,-78.74445944,1,2018,7,9,summer,0,1,0,1,<20K,5.056245805348308,6.92951677076365
California_Environmental_Data_Exchange_Network,west,35.1245,-120.569,4,2017,9,27,fall,18,20,0,0,1M - <10M,15.345363991055532,7.462789157412448
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70134445,-79.17222224,1,2013,4,23,spring,0,1,0,1,<20K,6.587550014824796,3.713572066704308
US_Army_Corps_of_Engineers,northeast,41.697351,-80.100017,3,2017,9,22,fall,16,30,0,0,100K - <1M,12.326877776718879,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,2,2020,6,10,summer,0,1,0,1,20K - <100K,10.666114152865877,5.293304824724492
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03168168,1,2020,2,3,winter,0,1,0,1,<20K,9.04310445260027,5.598421958998375
California_Environmental_Data_Exchange_Network,west,36.1529,-119.317,4,2016,1,11,winter,18,0,0,0,1M - <10M,14.27340997592086,6.0473721790462776
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.35,-79.11393968,2,2019,11,20,fall,0,1,0,1,20K - <100K,10.13352727053818,7.007600613951853
Pennsylvania_Department_of_Environmental_Protection,northeast,41.43988,-75.21219,2,2020,9,8,fall,15,30,0,0,20K - <100K,9.920000460910341,3.044522437723423
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71236293,-79.15175661,1,2016,5,11,spring,0,1,0,1,<20K,6.635946555686647,6.253828811575473
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89418309,-79.03129983,1,2015,2,11,winter,0,1,0,1,<20K,7.868636894184167,7.134093721192866
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8748969,-78.87694291,2,2020,10,22,fall,0,1,0,1,20K - <100K,10.309419218455934,6.021023349349527
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67060449,-79.22931838,1,2015,6,22,summer,0,1,0,1,<20K,6.9930151229329605,6.633318433280377
California_Environmental_Data_Exchange_Network,west,32.7836,-117.104,4,2013,9,18,fall,16,17,0,0,1M - <10M,14.588623520162102,5.117993812416755
EPA_Central_Data_Exchange,midwest,42.733333,-87.416667,1,2015,8,3,summer,0,1,0,1,<20K,5.093750200806762,0.0
California_Environmental_Data_Exchange_Network,west,37.3169,-120.742,4,2013,4,9,spring,20,30,0,0,1M - <10M,15.272224239375769,8.182838710766026
California_Environmental_Data_Exchange_Network,west,36.7962,-121.782,4,2019,5,14,spring,15,49,0,0,1M - <10M,14.9817814951062,3.258096538021482
California_Environmental_Data_Exchange_Network,west,37.2486,-120.851,4,2015,1,13,winter,20,0,0,0,1M - <10M,15.56688196628704,6.1903154058531475
California_Environmental_Data_Exchange_Network,west,32.9044,-117.223,4,2015,3,2,spring,21,42,0,0,1M - <10M,15.213486423858003,6.293419278846481
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87707087,-78.89434224,1,2021,12,2,winter,0,1,0,1,<20K,9.880730565413511,5.030437921392435
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.36472,-97.10194,1,2015,6,22,summer,0,1,0,1,<20K,8.220672170297252,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86089035,-78.76484151,1,2013,9,4,fall,0,1,0,1,<20K,7.974188669286011,6.799055862058796
California_Environmental_Data_Exchange_Network,west,34.0181,-117.369,4,2018,8,22,summer,15,10,0,0,1M - <10M,15.268645476002973,4.605170185988092
California_Environmental_Data_Exchange_Network,west,37.2486,-120.851,4,2014,9,9,fall,17,30,0,0,1M - <10M,15.543175851763024,6.1903154058531475
EPA_National_Aquatic_Research_Survey,midwest,37.80796,-94.20671,3,2017,6,15,summer,0,1,0,1,100K - <1M,13.144790009965885,0.0
California_Environmental_Data_Exchange_Network,west,34.4069,-119.517,4,2021,4,21,spring,15,20,0,0,1M - <10M,15.107494239612924,7.2633296174768365
California_Environmental_Data_Exchange_Network,west,35.568,-121.064,4,2015,9,9,fall,16,15,0,0,1M - <10M,13.830202106707263,7.638679823876112
California_Environmental_Data_Exchange_Network,west,32.9991,-117.206,4,2013,5,2,spring,15,19,0,0,1M - <10M,14.660842200897935,5.655991810819852
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63339716,-79.29842697,2,2015,9,24,fall,0,1,0,1,20K - <100K,11.044696260501281,6.943122422819428
California_Environmental_Data_Exchange_Network,west,33.4742,-117.138,4,2013,9,18,fall,17,9,0,0,1M - <10M,14.384227660146042,5.811140992976701
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.88368594,-78.94728592,1,2017,4,18,spring,0,1,0,1,<20K,9.726571360400724,5.375278407684165
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68577486,-79.20114107,1,2014,11,25,fall,0,1,0,1,<20K,6.364750756851911,6.6052979209482015
California_Environmental_Data_Exchange_Network,west,38.2743,-121.674,4,2019,2,5,winter,19,50,0,0,1M - <10M,14.184083439888031,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.06,-78.76,1,2021,3,10,spring,0,1,0,1,<20K,9.655795128300506,0.0
US_Army_Corps_of_Engineers,midwest,40.978767,-81.162664,3,2015,7,22,summer,19,15,0,0,100K - <1M,12.543644277594687,7.121252453244542
US_Army_Corps_of_Engineers,northeast,41.286751,-80.428082,2,2015,7,1,summer,19,40,0,0,20K - <100K,11.441268333205997,2.9444389791664403
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.47727,-78.88862532,3,2016,7,29,summer,0,1,0,1,100K - <1M,12.577205074557833,6.450470422144176
Pennsylvania_Department_of_Environmental_Protection,northeast,41.80308,-77.19483,3,2021,7,28,summer,17,52,0,0,100K - <1M,11.759261968360523,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66858177,-79.23307536,1,2016,5,9,spring,0,1,0,1,<20K,7.22983877815125,6.07073772800249
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.23586624,2,2016,8,10,summer,0,1,0,1,20K - <100K,10.13352727053818,6.175867270105761
EPA_Central_Data_Exchange,midwest,46.993333,-85.1645,1,2014,8,24,summer,0,1,0,1,<20K,6.954638864880987,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.95996257,1,2018,6,12,summer,0,1,0,1,<20K,6.2166061010848646,7.187657164114956
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.6375,-95.457,4,2018,7,30,summer,0,1,0,1,1M - <10M,14.75120383711327,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.07775,-96.9059,1,2015,7,13,summer,0,1,0,1,<20K,8.84361509218395,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.97885327,3,2016,7,22,summer,0,1,0,1,100K - <1M,12.134034069160773,6.104793232414985
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.55,-78.02,1,2019,7,11,summer,0,1,0,1,<20K,9.895908907012577,6.727431724850855
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.91166799,-79.17124015,2,2013,8,21,summer,0,1,0,1,20K - <100K,10.27663605916775,5.929589143389895
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.37,-78.84711549,1,2019,5,28,spring,0,1,0,1,<20K,8.498010371999463,5.583496308781699
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90138823,-79.08896618,1,2017,9,20,fall,0,1,0,1,<20K,8.484876589939695,6.324358962381311
California_Environmental_Data_Exchange_Network,west,37.0062,-120.6,4,2017,5,9,spring,22,45,0,0,1M - <10M,15.376808095070439,7.078341579557671
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.70096111,2,2021,7,22,summer,0,1,0,1,20K - <100K,10.289056028929835,5.998936561946683
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.09382008,2,2017,8,22,summer,0,1,0,1,20K - <100K,10.251288236449755,6.5722825426940075
California_Environmental_Data_Exchange_Network,west,37.9718,-121.374,3,2018,12,19,winter,16,30,0,0,100K - <1M,13.552746113435422,0.0
California_Environmental_Data_Exchange_Network,west,37.5138,-121.16,4,2014,5,13,spring,18,45,0,0,1M - <10M,15.458383246484612,7.374629015218945
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64276553,-79.28102624,2,2020,6,10,summer,0,1,0,1,20K - <100K,10.128389556865201,6.55250788703459
California_Environmental_Data_Exchange_Network,west,32.6505,-117.063,4,2013,10,10,fall,16,11,0,0,1M - <10M,14.820818986156082,5.717027701406222
California_Environmental_Data_Exchange_Network,west,35.4265,-118.832,4,2019,9,17,fall,21,40,0,0,1M - <10M,15.424448345356693,4.189654742026425
EPA_Central_Data_Exchange,midwest,46.649615,-90.23201,1,2016,4,18,spring,0,1,0,1,<20K,5.7745515455444085,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.84338706,1,2021,12,14,winter,0,1,0,1,<20K,7.414572881350589,6.75110146893676
California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,4,2020,8,11,summer,15,0,0,0,1M - <10M,15.956752500549557,7.280008252884188
EPA_National_Aquatic_Research_Survey,midwest,45.08147,-94.81726,4,2017,7,24,summer,0,1,0,1,1M - <10M,14.084544836043571,0.0
EPA_Central_Data_Exchange,midwest,41.726667,-83.15,1,2013,4,1,spring,0,1,0,1,<20K,7.549609165154532,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68428444,-79.20390936,2,2015,7,7,summer,0,1,0,1,20K - <100K,10.371927459805681,6.851184927493743
EPA_National_Aquatic_Research_Survey,midwest,38.66283,-85.79005,3,2017,8,11,summer,0,1,0,1,100K - <1M,12.248336799638205,0.0
Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37611,-97.07583,3,2017,7,17,summer,0,1,0,1,100K - <1M,11.79994481787191,0.0
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.02,-83.77,2,2019,9,26,fall,0,1,0,1,20K - <100K,10.61309845912674,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,41.39249,-75.3607,2,2019,8,28,summer,17,45,0,0,20K - <100K,10.139863172619055,2.1972245773362196
California_Environmental_Data_Exchange_Network,west,36.9599,-121.535,4,2021,1,27,winter,17,30,0,0,1M - <10M,15.69076829599302,4.418840607796598
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71438345,3,2013,6,13,summer,0,1,0,1,100K - <1M,12.991315754810518,5.062595033026967
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.15,-79.10687063,1,2020,8,19,summer,0,1,0,1,<20K,7.434847875211999,6.401917196727186
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.73475,-77.44025,1,2013,7,22,summer,0,1,0,1,<20K,9.226804098006848,0.0
California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,4,2021,8,18,summer,19,10,0,0,1M - <10M,15.097751881637391,6.669498089857879
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01146322,2,2014,11,25,fall,0,1,0,1,20K - <100K,10.39439614246176,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.8041,-77.17744,4,2018,8,8,summer,14,30,0,0,1M - <10M,14.685408389933514,0.0
Pennsylvania_Department_of_Environmental_Protection,northeast,40.38382,-76.0402,3,2019,8,19,summer,12,35,0,0,100K - <1M,13.388822324129583,0.0
EPA_Central_Data_Exchange,midwest,48.344033,-87.8225,1,2013,4,16,spring,0,1,0,1,<20K,4.454347296253507,0.0
California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,3,2015,12,8,winter,20,20,0,0,100K - <1M,13.798596315266213,4.31748811353631
California_Environmental_Data_Exchange_Network,west,35.5513,-119.088,4,2020,1,7,winter,20,5,0,0,1M - <10M,14.726889245477409,6.890609120147166
EPA_Water_Quality_Data_Portal,midwest,44.851794,-93.541609,1,2013,6,3,summer,18,31,0,0,<20K,6.063785208687608,0.0
Wyoming_Department_of_Environmental_Quality,west,41.88879,-105.72759,3,2018,8,8,summer,18,0,0,0,100K - <1M,12.574265008629224,5.049856007249537
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89042523,-79.00122384,1,2020,6,10,summer,0,1,0,1,<20K,9.498147436616115,5.908082938168931
NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.941,-79.10237215,1,2016,9,22,fall,0,1,0,1,<20K,7.521859252201629,6.278521424165844
California_Environmental_Data_Exchange_Network,west,38.2408,-121.152,4,2016,2,18,winter,15,30,0,0,1M - <10M,14.725571525087485,7.21890970761906
Indiana_State_Department_of_Health,midwest,39.02235564,-86.48165556,3,2021,8,9,summer,18,50,0,0,100K - <1M,12.834326575376783,0.0
California_Environmental_Data_Exchange_Network,west,37.9792,-121.57,4,2016,8,16,summer,16,50,0,0,1M - <10M,14.396374986038728,4.969813299576001
