uid,data_provider,region,lat,lon,date,time,abun,severity,distance_to_water_m,month,season,is_near_water,abundance_class
dhpg,EPA_Central_Data_Exchange,northeast,43.503333,-79.353333,2017-04-09,0:01:00,0.398507465,1,0.0,4,Spring,True,Low
dhpv,Wyoming_Department_of_Environmental_Quality,west,41.47468,-106.78426,2021-09-23,15:50:00,46.10324,2,29.0,9,Autumn,True,Low
dhpw,California_Environmental_Data_Exchange_Network,west,34.9638,-120.642,2014-12-11,20:45:00,5477.5,4,337.0,12,Winter,False,High
dhpz,California_Environmental_Data_Exchange_Network,west,37.3504,-120.962,2015-04-15,15:10:00,1849.48,4,41.0,4,Spring,True,Moderate
dhrc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.478,-79.0573873,2016-07-13,0:01:00,19.364,1,238.0,7,Summer,False,Low
dhre,Pennsylvania_Department_of_Environmental_Protection,northeast,40.10833,-75.86428,2019-04-04,15:55:00,7.6,1,0.0,4,Spring,True,Low
dhrw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69178978,-79.18996901,2018-06-13,0:01:00,0.703,1,750.0,6,Summer,False,Low
dhsc,California_Environmental_Data_Exchange_Network,west,38.1602,-121.206,2020-07-22,19:30:00,732.4775,3,71.0,7,Summer,True,Moderate
dhsj,EPA_Central_Data_Exchange,midwest,41.891667,-83.196667,2019-08-08,0:01:00,9.678805063,1,0.0,8,Summer,True,Low
dhsv,Pennsylvania_Department_of_Environmental_Protection,northeast,41.72966,-77.29218,2017-04-25,14:30:00,11.333,1,0.0,4,Spring,True,Low
dhtg,California_Environmental_Data_Exchange_Network,west,34.9576,-120.631,2018-01-11,22:30:00,5535.0,4,1658.0,1,Winter,False,High
dhth,California_Environmental_Data_Exchange_Network,west,37.9495,-121.182,2019-09-17,16:20:00,2175.107,4,1510.0,9,Autumn,False,High
dhuk,California_Environmental_Data_Exchange_Network,west,37.9674,-121.464,2021-09-14,17:20:00,1859.2265,4,124.0,9,Autumn,False,Moderate
dhvy,EPA_Central_Data_Exchange,northeast,43.503333,-79.353333,2019-04-24,0:01:00,0.398832489,1,0.0,4,Spring,True,Low
dhwx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.63,-78.58,2019-06-26,0:01:00,0.25,1,199.0,6,Summer,False,Low
dhxl,California_Environmental_Data_Exchange_Network,west,37.6399,-121.78,2014-04-08,15:00:00,5590.0,4,743.0,4,Spring,False,High
dhxm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66232732,-79.24469233,2019-08-22,0:01:00,1.594,1,147.0,8,Summer,False,Low
dhxy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68220849,-79.20776521,2016-06-21,0:01:00,25.415,2,1345.0,6,Summer,False,Low
dhyf,Indiana_State_Department_of_Health,midwest,41.702596,-85.022696,2017-05-23,15:00:00,2.633,1,28.0,5,Spring,True,Low
dhzq,EPA_Central_Data_Exchange,midwest,43.633333,-82.216667,2015-08-09,0:01:00,3.573646984,1,0.0,8,Summer,True,Low
dibh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65098947,-79.26575116,2016-03-03,0:01:00,15.27,1,499.0,3,Spring,False,Low
dibp,Pennsylvania_Department_of_Environmental_Protection,northeast,41.29949,-80.18394,2020-09-10,16:15:00,610.4,3,218.0,9,Autumn,False,Moderate
dicv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.82201074,2020-06-01,0:01:00,19.364,1,512.0,6,Summer,False,Low
didl,Indiana_State_Department_of_Health,midwest,39.61525,-84.96614444,2017-07-11,13:45:00,151.595,3,0.0,7,Summer,True,Moderate
didr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.04156846,2021-08-30,0:01:00,58.091,2,790.0,8,Summer,False,Moderate
diev,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.85316905,-99.85870527,2021-09-27,0:01:00,64.677,2,0.0,9,Autumn,True,Moderate
difd,California_Environmental_Data_Exchange_Network,west,33.4975,-117.666,2017-02-08,16:50:00,1417.5,4,798.0,2,Winter,False,Moderate
difr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71978842,-79.13796455,2013-07-22,0:01:00,0.871,1,726.0,7,Summer,False,Low
difw,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.07868,-96.886523,2019-08-12,0:01:00,1020.6,4,0.0,8,Summer,True,Moderate
digb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.01986598,2016-05-25,0:01:00,1.67,1,162.0,5,Spring,False,Low
digl,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.37080661,-98.79520846,2017-09-11,0:01:00,1110.69,4,0.0,9,Autumn,True,Moderate
dign,Pennsylvania_Department_of_Environmental_Protection,northeast,40.40586,-76.08,2019-07-02,13:15:00,12666.667,5,0.0,7,Summer,True,High
dihj,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72433954,-79.12951135,2018-05-21,0:01:00,31.54,2,811.0,5,Spring,False,Low
dijq,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.16634,-100.43143,2015-06-15,0:01:00,36.55,2,0.0,6,Summer,True,Low
dikf,California_Environmental_Data_Exchange_Network,west,37.4806,-121.031,2016-06-14,17:40:00,3493.9895,4,1265.0,6,Summer,False,High
dikz,California_Environmental_Data_Exchange_Network,west,37.8817,-121.249,2014-08-19,18:50:00,5874.491,4,788.0,8,Summer,False,High
dilx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70988776,-79.15635396,2016-07-27,0:01:00,1.743,1,279.0,7,Summer,False,Low
dinb,Indiana_State_Department_of_Health,midwest,39.61525,-84.96614444,2018-05-14,19:45:00,39.626,2,0.0,5,Spring,True,Low
dinw,EPA_Central_Data_Exchange,midwest,48.0825,-89.252383,2013-08-19,0:01:00,0.856273638,1,0.0,8,Summer,True,Low
diou,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67821629,-79.21518029,2018-08-09,0:01:00,0.697,1,549.0,8,Summer,False,Low
dipg,US_Army_Corps_of_Engineers,northeast,42.027378,-78.967089,2015-09-28,14:10:00,46.04825641,2,0.0,9,Autumn,True,Low
diql,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,2018-12-17,0:01:00,4.647,1,0.0,12,Winter,True,Low
diqx,US_Army_Corps_of_Engineers,northeast,39.999298,-79.958536,2014-09-05,12:30:00,0.047978723,1,0.0,9,Autumn,True,Low
dirh,US_Army_Corps_of_Engineers,northeast,41.992305,-78.929219,2013-11-13,18:30:00,3.233272059,1,0.0,11,Autumn,True,Low
dirk,California_Environmental_Data_Exchange_Network,west,39.1833,-122.051,2015-07-07,17:45:00,3080.414,4,75.0,7,Summer,True,High
dirl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.6693536,-79.23164178,2015-10-12,0:01:00,36.791,2,608.0,10,Autumn,False,Low
diro,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.42,-79.07612275,2019-05-09,0:01:00,4.793,1,396.0,5,Spring,False,Low
dirs,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.71175079,-79.15289359,2016-08-10,0:01:00,0.379,1,531.0,8,Summer,False,Low
dirx,EPA_National_Aquatic_Research_Survey,midwest,40.36715,-83.05952,2017-06-14,0:01:00,621.9,3,0.0,6,Summer,True,Moderate
disz,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.70220392,2021-08-16,0:01:00,117.392,3,289.0,8,Summer,False,Moderate
ditl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8958912,-79.04497073,2015-07-23,0:01:00,30.498,2,2423.0,7,Summer,False,Low
ditp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.115,-78.9102502,2013-08-15,0:01:00,645.538,3,232.0,8,Summer,False,Moderate
dius,US_Army_Corps_of_Engineers,midwest,41.005586,-80.992806,2017-06-28,13:15:00,135.6886656,3,0.0,6,Summer,True,Moderate
diuw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.01,-78.95896832,2018-06-12,0:01:00,37.723,2,1230.0,6,Summer,False,Low
diuy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66924714,-79.23183951,2015-11-12,0:01:00,66.805,2,576.0,11,Autumn,False,Moderate
divk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70557618,-79.16436225,2016-08-10,0:01:00,76.245,2,648.0,8,Summer,False,Moderate
divt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.84,-79.06050164,2020-08-07,0:01:00,2.985,1,230.0,8,Summer,False,Low
diwn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01151265,2014-11-25,0:01:00,34.673,2,0.0,11,Autumn,True,Low
diye,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.66738411,-79.23529989,2016-11-21,0:01:00,3.268,1,178.0,11,Autumn,False,Low
dizd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.7173662,2013-08-14,0:01:00,88.589,2,357.0,8,Summer,False,Moderate
dizr,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.97860471,2016-07-22,0:01:00,10.788,1,466.0,7,Summer,False,Low
djas,EPA_National_Aquatic_Research_Survey,northeast,42.06987046,-72.27857053,2017-07-31,0:01:00,77.5777,2,13.0,7,Summer,True,Moderate
djby,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.69847549,2021-06-28,0:01:00,24.253,2,358.0,6,Summer,False,Low
djcf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.02,-83.79,2019-05-15,0:01:00,1.235,1,147.0,5,Spring,False,Low
djcx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.742,-79.23462343,2016-08-10,0:01:00,37.759,2,610.0,8,Summer,False,Low
djfw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8830648,-78.94231468,2017-01-24,0:01:00,3.485,1,345.0,1,Winter,False,Low
djfz,EPA_Central_Data_Exchange,midwest,45.178333,-86.375,2017-08-07,0:01:00,5.180664339,1,0.0,8,Summer,True,Low
djga,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.84,-78.98,2017-08-21,0:01:00,438.297,3,9.0,8,Summer,True,Moderate
djgn,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.86613815,-96.19822169,2018-09-17,0:01:00,302.085,3,0.0,9,Autumn,True,Moderate
djgq,US_Army_Corps_of_Engineers,northeast,41.309301,-80.472714,2015-10-07,14:55:00,397.5160256,3,9.0,10,Autumn,True,Moderate
djip,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70091861,-79.17301318,2013-06-04,0:01:00,2.142,1,46.0,6,Summer,True,Low
djjp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61,-79.00246665,2021-08-11,0:01:00,22.026,2,1863.0,8,Summer,False,Low
djka,EPA_Central_Data_Exchange,midwest,47.85615,-88.041917,2018-08-24,0:01:00,0.908466059,1,0.0,8,Summer,True,Low
djke,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64995149,-79.26767909,2016-07-19,0:01:00,141.839,3,472.0,7,Summer,False,Moderate
djld,EPA_Central_Data_Exchange,northeast,43.771667,-77.438333,2019-04-25,0:01:00,0.186188238,1,0.0,4,Spring,True,Low
djlg,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64984503,-79.26787682,2016-08-10,0:01:00,7.261,1,475.0,8,Summer,False,Low
djlr,California_Environmental_Data_Exchange_Network,west,37.2639,-120.906,2020-11-19,18:45:00,7677.5,4,689.0,11,Autumn,False,High
djmt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.17,-84.3,2019-06-12,0:01:00,1.307,1,19.0,6,Summer,True,Low
djnl,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.0475265,-99.82633869,2017-10-09,0:01:00,425.25,3,19.0,10,Autumn,True,Moderate
djno,California_Environmental_Data_Exchange_Network,west,37.3906,-120.958,2021-09-21,19:10:00,1781.0705,4,467.0,9,Autumn,False,Moderate
djns,EPA_Central_Data_Exchange,midwest,44.736667,-86.721667,2013-08-04,0:01:00,0.149680056,1,0.0,8,Summer,True,Low
djof,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.837,-79.001,2014-10-08,0:01:00,1132.776,4,0.0,10,Autumn,True,Moderate
djoi,Indiana_State_Department_of_Health,midwest,40.77949407,-85.63747222,2019-08-13,19:30:00,36.291,2,0.0,8,Summer,True,Low
djqb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67345226,-79.22402896,2021-05-24,0:01:00,11.09,1,250.0,5,Spring,False,Low
djqq,Indiana_State_Department_of_Health,midwest,39.4981,-84.98684167,2018-08-21,15:15:00,284.278,3,0.0,8,Summer,True,Moderate
djqw,California_Environmental_Data_Exchange_Network,west,37.66,-120.875,2016-02-09,17:10:00,5578.1495,4,696.0,2,Winter,False,High
djqz,California_Environmental_Data_Exchange_Network,west,37.2583,-120.475,2014-02-10,19:30:00,6356.453,4,993.0,2,Winter,False,High
djrd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.89349984,-79.02583146,2014-08-25,0:01:00,5.809,1,637.0,8,Summer,False,Low
djsa,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-79.09075518,2018-07-17,0:01:00,25.392,2,1095.0,7,Summer,False,Low
djsq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70169044,-79.1715796,2013-01-29,0:01:00,0.29,1,83.0,1,Winter,True,Low
djsx,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.573,-78.93808913,2013-09-30,0:01:00,78.982,2,1182.0,9,Autumn,False,Moderate
djtw,California_Environmental_Data_Exchange_Network,west,36.9818,-120.221,2016-05-10,18:10:00,3314.882,4,3662.0,5,Spring,False,High
djxb,EPA_Central_Data_Exchange,midwest,47.85615,-88.041917,2015-08-27,0:01:00,2.070018159,1,0.0,8,Summer,True,Low
djym,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,34.20762,-78.92740097,2016-06-08,0:01:00,0.167,1,1994.0,6,Summer,False,Low
djzg,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.09447,-96.90462,2014-08-25,0:01:00,107.1,3,9.0,8,Summer,True,Moderate
djzu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.79,-79.03356017,2020-07-15,0:01:00,365.974,3,401.0,7,Summer,False,Moderate
dkbc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86144937,-78.76931562,2013-11-06,0:01:00,74.066,2,1012.0,11,Autumn,False,Moderate
dkbk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8935309,-79.02608003,2014-08-25,0:01:00,9.682,1,666.0,8,Summer,False,Low
dkcc,California_Environmental_Data_Exchange_Network,west,37.6106,-121.229,2019-06-11,15:25:00,6090.0,4,981.0,6,Summer,False,High
dkcl,California_Environmental_Data_Exchange_Network,west,37.8717,-121.526,2016-11-09,18:00:00,2175.107,4,75.0,11,Autumn,True,High
dkdo,Pennsylvania_Department_of_Environmental_Protection,northeast,40.064685,-76.900309,2018-10-04,15:54:00,119.333,3,9.0,10,Autumn,True,Moderate
dkdt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87169806,-78.85134104,2018-12-06,0:01:00,0.726,1,121.0,12,Winter,False,Low
dkec,EPA_Central_Data_Exchange,midwest,41.98333333,-82.625,2019-08-09,0:01:00,11.2153028,1,0.0,8,Summer,True,Low
dkem,California_Environmental_Data_Exchange_Network,west,33.8892,-117.562,2018-11-29,19:25:00,4198.0,4,132.0,11,Autumn,False,High
dkgc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.8928166,-79.0203631,2021-08-05,0:01:00,7.261,1,54.0,8,Summer,True,Low
dkgq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.61133,-78.98481876,2016-10-05,0:01:00,3.319,1,505.0,10,Autumn,False,Low
dkgx,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.66955668,-95.61899181,2018-10-01,0:01:00,116.865,3,9.0,10,Autumn,True,Moderate
dkhb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.57,-78.94952297,2019-09-01,0:01:00,31.514,2,1054.0,9,Autumn,False,Low
dkht,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.20983,-76.72677,2013-10-30,0:01:00,0.29,1,0.0,10,Autumn,True,Low
dkij,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.837,-79.001,2016-06-07,0:01:00,376.624,3,0.0,6,Summer,True,Moderate
dkje,Indiana_State_Department_of_Health,midwest,41.33056393,-85.38360833,2020-07-20,20:00:00,51.784,2,0.0,7,Summer,True,Moderate
dkkb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.98,-78.77378974,2017-05-24,0:01:00,4.841,1,275.0,5,Spring,False,Low
dkks,EPA_National_Aquatic_Research_Survey,midwest,46.19689,-94.57479,2017-08-07,0:01:00,471.57,3,0.0,8,Summer,True,Moderate
dkku,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65362432,-79.26085721,2015-01-27,0:01:00,2.004,1,527.0,1,Winter,False,Low
dkli,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,38.81885248,-95.71388861,2018-09-04,0:01:00,798.84,3,19.0,9,Autumn,True,Moderate
dklv,Connecticut_State_Department_of_Public_Health,northeast,41.877022,-73.043053,2019-07-18,16:10:00,1.053,1,0.0,7,Summer,True,Low
dkmr,EPA_National_Aquatic_Research_Survey,west,40.87398,-109.1379,2017-09-19,0:01:00,221.55,3,299.0,9,Autumn,False,Moderate
dkmt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.04,-79.09006311,2018-09-11,0:01:00,31.305,2,121.0,9,Autumn,False,Low
dkmu,California_Environmental_Data_Exchange_Network,west,37.2953,-120.85,2018-11-30,18:30:00,6485.0,4,9.0,11,Autumn,True,High
dknf,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72513798,-79.12802834,2018-05-17,0:01:00,0.073,1,761.0,5,Spring,False,Low
dknp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.90082921,-79.08449206,2017-07-20,0:01:00,7.261,1,189.0,7,Summer,False,Low
dkoh,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.63941208,-79.28725491,2018-01-10,0:01:00,15.249,1,584.0,1,Winter,False,Low
dkpa,EPA_National_Aquatic_Research_Survey,midwest,44.72733,-85.11923,2017-06-12,0:01:00,20.2,2,0.0,6,Summer,True,Low
dkpj,California_Environmental_Data_Exchange_Network,west,38.3677,-121.521,2016-05-18,15:30:00,2143.886665,4,0.0,5,Spring,True,High
dktu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.87915166,-78.91099588,2015-06-22,0:01:00,30.256,2,535.0,6,Summer,False,Low
dkuf,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,39.82640667,-95.52873464,2019-07-09,0:01:00,390.6,3,9.0,7,Summer,True,Moderate
dkus,Pennsylvania_Department_of_Environmental_Protection,northeast,40.45659,-75.23245,2017-09-12,16:55:00,6.8,1,0.0,9,Autumn,True,Low
dkvi,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.62815407,-79.30816544,2015-06-10,0:01:00,0.29,1,670.0,6,Summer,False,Low
dkwz,Indiana_State_Department_of_Health,midwest,41.70986917,-85.0363,2017-08-14,14:20:00,63.624,2,9.0,8,Summer,True,Moderate
dkxl,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-79.09045858,2018-06-14,0:01:00,4.383,1,1097.0,6,Summer,False,Low
dkyd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.1,-78.89185662,2018-05-21,0:01:00,1.67,1,797.0,5,Spring,False,Low
dkzz,California_Environmental_Data_Exchange_Network,west,36.5538,-121.548,2019-01-18,22:40:00,5185.0,4,188.0,1,Winter,False,High
dlbg,EPA_National_Aquatic_Research_Survey,midwest,41.59368,-84.61952,2017-09-15,0:01:00,942.4,3,0.0,9,Autumn,True,Moderate
dlca,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65436,-79.00619508,2016-06-08,0:01:00,5.809,1,792.0,6,Summer,False,Low
dldr,US_Army_Corps_of_Engineers,south,39.267492,-79.997219,2017-07-25,18:15:00,0.96795028,1,0.0,7,Summer,True,Low
dldt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68960737,-79.19402258,2019-10-17,0:01:00,264.315,3,871.0,10,Autumn,False,Moderate
dleg,US_Army_Corps_of_Engineers,northeast,41.992305,-78.929219,2016-09-19,19:15:00,34.153,2,0.0,9,Autumn,True,Low
dlei,EPA_Central_Data_Exchange,midwest,41.891667,-83.196667,2015-08-10,0:01:00,5.182121658,1,0.0,8,Summer,True,Low
dles,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64607,-79.01762892,2016-05-11,0:01:00,36.866,2,217.0,5,Spring,False,Low
dleu,US_Army_Corps_of_Engineers,northeast,41.632492,-80.440413,2016-09-20,17:00:00,218.2991597,3,74.0,9,Autumn,True,Moderate
dlfg,California_Environmental_Data_Exchange_Network,west,37.3609,-120.549,2017-08-15,19:30:00,4702.151,4,539.0,8,Summer,False,High
dlfo,California_Environmental_Data_Exchange_Network,west,34.6721,-120.492,2013-12-17,21:40:00,2980.0,4,962.0,12,Winter,False,High
dlfv,California_Environmental_Data_Exchange_Network,west,37.4806,-121.031,2013-05-14,17:30:00,5949.3905,4,1265.0,5,Spring,False,High
dlgs,California_Environmental_Data_Exchange_Network,west,36.3377,-121.205,2021-04-27,15:45:00,6180.0,4,76.0,4,Spring,True,High
dlhm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.67486212,2019-12-10,0:01:00,8.986,1,342.0,12,Winter,False,Low
dlis,California_Environmental_Data_Exchange_Network,west,35.4265,-118.832,2020-06-16,19:10:00,4447.5,4,66.0,6,Summer,True,High
dliu,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.2,-79.1043495,2018-06-26,0:01:00,0.264,1,715.0,6,Summer,False,Low
dljn,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.72117239,-79.13539399,2018-06-25,0:01:00,1.21,1,1036.0,6,Summer,False,Low
dljv,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.458,-78.86849181,2014-08-12,0:01:00,0.726,1,417.0,8,Summer,False,Low
dlkr,US_Army_Corps_of_Engineers,northeast,41.843527,-78.957332,2019-09-25,14:35:00,1.600002342,1,0.0,9,Autumn,True,Low
dllk,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.976,-78.71239496,2013-05-14,0:01:00,11.864,1,265.0,5,Spring,False,Low
dlnc,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.48,-76.82,2019-08-08,0:01:00,67.289,2,0.0,8,Summer,True,Moderate
dlom,EPA_National_Aquatic_Research_Survey,midwest,48.04965,-91.30297,2017-08-22,0:01:00,610.127,3,0.0,8,Summer,True,Moderate
dlop,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01709868,2015-12-07,0:01:00,3.081,1,0.0,12,Winter,True,Low
dlpo,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.64952566,-79.26847003,2016-10-18,0:01:00,8.761,1,497.0,10,Autumn,False,Low
dlps,EPA_National_Aquatic_Research_Survey,midwest,39.77904,-85.56348,2017-08-03,0:01:00,686.1,3,0.0,8,Summer,True,Moderate
dlpt,California_Environmental_Data_Exchange_Network,west,37.5477,-121.085,2018-07-10,15:10:00,2406.3185,4,566.0,7,Summer,False,High
dlpv,Pennsylvania_Department_of_Environmental_Protection,northeast,40.91211,-75.17219,2017-05-02,14:10:00,0.0,1,0.0,5,Spring,True,None
dlpy,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,36.03,-78.67834198,2020-02-26,0:01:00,0.145,1,212.0,2,Winter,False,Low
dlqq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.51,-79.04127186,2021-08-02,0:01:00,2.49,1,768.0,8,Summer,False,Low
dlrb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.86971044,-78.83543308,2017-10-18,0:01:00,567.115,3,121.0,10,Autumn,False,Moderate
dlrj,Bureau_of_Water_Kansas_Department_of_Health_and_Environment,midwest,37.78397,-97.84863,2020-07-20,0:01:00,289.146,3,19.0,7,Summer,True,Moderate
dlrx,California_Environmental_Data_Exchange_Network,west,36.7085,-120.568,2019-03-07,14:50:00,1315.391,4,100.0,3,Spring,False,Moderate
dlsr,California_Environmental_Data_Exchange_Network,west,37.2764,-120.954,2014-09-09,16:30:00,6180.0,4,641.0,9,Autumn,False,High
dltd,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.794,-79.01882887,2016-06-07,0:01:00,12.748,1,0.0,6,Summer,True,Low
dlto,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.53,-79.08210425,2017-06-27,0:01:00,72.517,2,1751.0,6,Summer,False,Moderate
dltt,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.69101795,-79.19140259,2018-12-06,0:01:00,128.164,3,914.0,12,Winter,False,Moderate
dlvb,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.70562941,-79.16426338,2016-08-10,0:01:00,45.989,2,635.0,8,Summer,False,Low
dlwa,California_Environmental_Data_Exchange_Network,west,33.513,-117.269,2016-12-16,14:43:00,4419.0,4,4505.0,12,Winter,False,High
dlwm,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.43,-80.1,2021-07-26,0:01:00,75.693,2,0.0,7,Summer,True,Moderate
dlwp,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.65285249,-79.26229079,2015-06-22,0:01:00,0.125,1,522.0,6,Summer,False,Low
dlyw,California_Environmental_Data_Exchange_Network,west,37.1145,-120.89,2016-01-07,16:20:00,3680.0,4,1451.0,1,Winter,False,High
dmaa,California_Environmental_Data_Exchange_Network,west,34.9576,-120.631,2018-04-18,17:35:00,6435.0,4,1658.0,4,Spring,False,High
dmaw,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.67438377,-79.22229877,2020-09-24,0:01:00,78.262,2,288.0,9,Autumn,False,Moderate
dmbq,NC_Division_of_Water_Resources_NC_Department_of_Environmental_Quality,south,35.68351261,-79.20534295,2015-09-24,0:01:00,0.792,1,1090.0,9,Autumn,False,Low
dmbs,California_Environmental_Data_Exchange_Network,west,36.7254,-121.73,2017-09-28,20:30:00,6955.0,4,1123.0,9,Autumn,False,High
dmby,EPA_Central_Data_Exchange,midwest,47.85615,-88.041917,2015-05-13,0:01:00,0.18643176,1,0.0,5,Spring,True,Low
